,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.7111,0.9443,0.0002,0.0000,0.0000,0.0004,0.0002,0.0429
SVWP,0.7111,,0.6569,0.0007,0.0000,0.0000,0.0010,0.0006,0.0152
DCC_joint,0.9443,0.6569,,0.0002,0.0000,0.0000,0.0002,0.0001,0.0472
SW_cross_validated,0.0002,0.0007,0.0002,,0.0000,0.0110,0.8766,0.9848,0.0000
SW_15,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000
SW_30,0.0000,0.0000,0.0000,0.0110,0.0000,,0.0098,0.0090,0.0000
SW_60,0.0004,0.0010,0.0002,0.8766,0.0000,0.0098,,0.8875,0.0000
SW_120,0.0002,0.0006,0.0001,0.9848,0.0000,0.0090,0.8875,,0.0000
sFC,0.0429,0.0152,0.0472,0.0000,0.0000,0.0000,0.0000,0.0000,
