,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,-0.32,-1.63,5.75,11.52,6.18,6.82,5.93,-2.39
SVWP,-0.32,,-1.43,6.53,12.57,6.74,7.79,6.78,-2.29
DCC_joint,-1.63,-1.43,,8.04,14.04,7.87,9.46,8.35,-0.62
SW_cross_validated,5.75,6.53,8.04,,6.34,1.59,0.75,0.02,-9.83
SW_15,11.52,12.57,14.04,6.34,,-3.72,-5.97,-6.47,-16.18
SW_30,6.18,6.74,7.87,1.59,-3.72,,-1.06,-1.60,-8.91
SW_60,6.82,7.79,9.46,0.75,-5.97,-1.06,,-0.75,-11.81
SW_120,5.93,6.78,8.35,0.02,-6.47,-1.60,-0.75,,-10.33
sFC,-2.39,-2.29,-0.62,-9.83,-16.18,-8.91,-11.81,-10.33,
