,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.38,-0.07,4.57,10.89,6.34,4.39,4.62,-2.18
SVWP,0.38,,-0.45,4.10,10.42,5.88,3.92,4.14,-2.68
DCC_joint,-0.07,-0.45,,4.75,11.19,6.54,4.56,4.80,-2.13
SW_cross_validated,4.57,4.10,4.75,,9.56,2.84,-0.16,-0.02,-12.05
SW_15,10.89,10.42,11.19,9.56,,-6.03,-9.38,-9.87,-22.66
SW_30,6.34,5.88,6.54,2.84,-6.03,,-2.89,-2.93,-13.89
SW_60,4.39,3.92,4.56,-0.16,-9.38,-2.89,,0.14,-11.23
SW_120,4.62,4.14,4.80,-0.02,-9.87,-2.93,0.14,,-12.59
sFC,-2.18,-2.68,-2.13,-12.05,-22.66,-13.89,-11.23,-12.59,
