,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,0.0637,1.,1.,1.,1.,0.6674,1.
SVWP,0.3111,-,0.0011,1.,0.0452,1.,0.0181,0.0064,1.
DCC_joint,3.6653,5.5091,-,0.0278,0.0000,0.0291,0.0000,0.0000,0.0000
SW_cross_validated,1.786,2.2904,-4.0377,-,0.0001,1.,0.0000,0.0000,0.0005
SW_15,-2.3223,-3.8196,-10.4712,-6.8079,-,0.0014,1.,1.,0.036
SW_30,1.2807,1.4195,-4.0168,-0.7268,5.4034,-,0.0003,0.0001,0.0900
SW_60,-2.3829,-4.2313,-13.0839,-8.091,0.1228,-6.1054,-,1.,0.0029
SW_120,-2.5886,-4.705,-14.9729,-9.1089,-0.1254,-6.7296,-0.3136,-,0.0002
sFC,-0.4283,-1.3693,-14.0743,-5.8559,3.922,-3.5099,5.0663,6.3503,-
