,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.48,0.77,0.64,0.52,0.68,0.68,0.59,0.10
SVWP,0.48,,0.52,0.23,0.02,0.31,0.33,0.12,0.95
DCC_joint,0.77,0.52,,2.38,3.62,1.52,1.70,3.35,19.39
SW_cross_validated,0.64,0.23,2.38,,1.58,0.54,0.76,0.87,12.36
SW_15,0.52,0.02,3.62,1.58,,1.93,2.28,0.86,7.16
SW_30,0.68,0.31,1.52,0.54,1.93,,0.12,1.32,10.99
SW_60,0.68,0.33,1.70,0.76,2.28,0.12,,1.69,15.19
SW_120,0.59,0.12,3.35,0.87,0.86,1.32,1.69,,11.22
sFC,0.10,0.95,19.39,12.36,7.16,10.99,15.19,11.22,
