,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.7593,0.0018,0.0910,0.0321,0.2166,0.0284,0.0185,0.6735
SVWP,0.7593,,0.0000,0.0343,0.0013,0.1728,0.0005,0.0002,0.1877
DCC_joint,0.0018,0.0000,,0.0008,0.0000,0.0008,0.0000,0.0000,0.0000
SW_cross_validated,0.0910,0.0343,0.0008,,0.0000,0.4767,0.0000,0.0000,0.0000
SW_15,0.0321,0.0013,0.0000,0.0000,,0.0000,0.9036,0.9016,0.0010
SW_30,0.2166,0.1728,0.0008,0.4767,0.0000,,0.0000,0.0000,0.0025
SW_60,0.0284,0.0005,0.0000,0.0000,0.9036,0.0000,,0.7575,0.0001
SW_120,0.0185,0.0002,0.0000,0.0000,0.9016,0.0000,0.7575,,0.0000
sFC,0.6735,0.1877,0.0000,0.0000,0.0010,0.0025,0.0001,0.0000,
