,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
0,53,171,33,29,25,29,29,109
1,81,179,23,31,21,25,25,31
2,173,53,37,39,23,53,21,31
3,175,127,37,23,23,49,59,179
4,115,177,49,27,21,27,49,173
5,177,129,33,27,23,21,29,109
6,127,165,41,33,23,21,21,33
7,179,57,29,27,21,35,23,63
8,95,171,25,25,21,39,27,45
9,135,127,41,31,21,41,23,73
10,173,139,23,25,21,49,23,79
11,175,79,29,31,23,37,25,179
12,153,111,25,23,25,39,85,67
13,169,175,29,31,21,37,27,57
14,167,155,31,21,21,31,89,101
15,169,149,21,21,27,59,57,173
16,165,139,29,29,27,55,23,69
17,151,73,31,33,23,71,57,119
18,99,135,23,27,21,27,87,169
19,155,167,27,29,31,59,59,175
20,179,175,33,21,21,41,23,177
21,163,175,35,25,27,55,87,105
22,39,179,31,33,23,35,21,177
23,79,165,25,37,27,41,85,179
24,105,155,35,27,31,43,23,161
25,77,179,27,31,23,53,85,177
26,75,63,27,27,21,35,23,29
27,97,133,33,37,21,31,21,25
28,135,179,33,27,21,61,23,57
29,177,149,39,41,27,65,65,121
30,155,73,39,21,21,41,25,179
31,89,59,35,29,25,39,27,43
32,159,169,31,43,33,39,35,167
33,71,175,33,35,27,33,25,137
34,175,145,45,41,25,45,79,39
35,87,163,23,29,23,43,21,179
36,147,173,23,23,25,43,55,29
37,165,141,31,33,25,51,49,161
38,173,175,33,37,21,43,27,173
39,169,63,45,27,29,39,21,179
40,173,179,33,25,23,39,29,151
41,115,179,35,21,21,39,71,53
42,73,147,23,21,21,47,21,173
43,167,61,41,29,29,43,25,131
44,179,179,31,33,21,43,25,25
45,93,167,37,37,21,59,25,103
46,139,141,45,31,21,23,21,37
47,129,93,35,27,21,37,25,155
48,137,149,31,21,23,51,27,179
49,67,155,21,33,21,31,85,155
50,73,123,21,27,21,53,85,77
51,153,179,31,25,21,31,21,179
52,177,131,21,25,21,43,47,179
53,169,173,21,27,27,49,29,39
54,107,139,23,31,25,29,33,179
55,123,143,33,37,23,33,21,137
56,115,133,41,25,21,31,21,61
57,99,177,35,35,25,31,27,177
58,165,151,33,37,21,77,35,129
59,179,129,29,33,21,79,71,179
60,173,179,21,31,21,37,59,87
61,167,147,29,25,21,49,83,177
62,157,141,23,27,23,31,21,107
63,137,165,25,25,29,61,37,141
64,105,155,35,23,21,37,25,151
65,39,141,43,29,25,33,31,149
66,107,111,33,31,21,55,31,67
67,165,179,49,25,23,57,85,23
68,79,107,27,27,21,47,29,115
69,179,179,23,27,23,35,25,81
70,69,163,27,21,21,39,85,55
71,81,169,27,31,25,31,87,145
72,145,123,35,33,27,33,29,37
73,71,175,29,27,25,55,31,157
74,151,33,29,27,23,23,91,147
75,77,145,27,25,29,31,87,143
76,79,161,27,39,21,41,31,161
77,69,179,31,21,23,65,31,61
78,173,131,27,35,23,35,27,177
79,157,137,35,27,27,57,87,113
80,105,145,21,27,21,51,33,69
81,173,97,25,43,25,35,53,57
82,179,167,47,23,21,33,31,179
83,135,179,31,27,23,29,61,69
84,131,39,37,21,21,33,89,107
85,145,163,31,23,21,39,85,143
86,169,159,33,33,21,55,51,73
87,157,179,31,23,21,33,29,59
88,175,165,33,23,21,45,27,149
89,149,137,31,25,21,41,47,179
90,129,167,31,25,29,35,31,177
91,85,179,27,27,25,29,23,69
92,117,71,29,29,23,31,87,179
93,133,159,31,33,23,35,21,55
94,157,137,43,21,35,25,81,77
95,179,125,49,21,25,49,77,51
96,153,177,29,37,23,33,31,103
97,179,113,37,23,27,65,41,75
98,179,121,31,21,21,51,35,45
99,109,179,35,39,33,29,31,111
100,155,93,29,31,21,35,21,137
101,101,63,29,21,21,31,21,133
102,43,179,41,27,23,41,47,77
103,161,97,31,25,25,33,21,127
104,47,67,35,27,25,41,27,53
105,151,127,33,35,21,47,31,33
