,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.021,0.009,0.032,0.017,0.014,,,0.020,0.019,0.004,,0.017
SVWP,0.021,0.009,0.019,0.026,0.018,,,0.041,0.019,0.004,,0.020
DCC_joint,0.024,0.009,0.019,0.019,0.019,,,0.016,0.017,0.009,,0.016
SW_cross_validated,0.027,0.010,0.020,0.017,0.017,,,0.020,0.019,0.011,,0.017
SW_15,0.019,0.014,0.020,0.017,0.018,,,0.019,0.017,0.019,,0.018
SW_30,0.019,0.011,0.019,0.018,0.017,,,0.018,0.015,0.015,,0.017
SW_60,0.020,0.010,0.018,0.015,0.016,,,0.016,0.010,0.011,,0.014
SW_120,0.025,0.009,0.019,0.015,0.012,,,0.010,0.008,0.010,,0.013
sFC,0.021,0.008,0.003,0.003,0.002,,,0.003,0.003,0.003,,0.006
