,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point,average
VWP,0.030,0.013,0.045,0.024,0.020,,,0.028,0.026,0.006,,0.024
SVWP,0.030,0.012,0.027,0.036,0.025,,,0.058,0.027,0.006,,0.028
DCC_joint,0.033,0.012,0.027,0.026,0.027,,,0.023,0.024,0.012,,0.023
SW_cross_validated,0.038,0.014,0.028,0.024,0.023,,,0.028,0.027,0.015,,0.025
SW_15,0.027,0.020,0.029,0.025,0.026,,,0.026,0.024,0.027,,0.025
SW_30,0.027,0.016,0.027,0.025,0.024,,,0.026,0.021,0.021,,0.023
SW_60,0.028,0.014,0.025,0.021,0.023,,,0.022,0.015,0.015,,0.020
SW_120,0.035,0.013,0.027,0.021,0.017,,,0.014,0.011,0.014,,0.019
sFC,0.030,0.011,0.004,0.004,0.003,,,0.004,0.004,0.004,,0.008
