,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.031,0.027,0.202,0.037,0.037,,,0.033,0.028,0.007,,0.050
SVWP,0.030,0.027,0.036,0.045,0.038,,,0.056,0.030,0.007,,0.034
DCC_joint,0.033,0.022,0.028,0.027,0.028,,,0.024,0.025,0.012,,0.025
SW_cross_validated,0.038,0.026,0.044,0.044,0.040,,,0.032,0.036,0.018,,0.035
SW_15,0.029,0.041,0.035,0.036,0.036,,,0.034,0.036,0.034,,0.035
SW_30,0.027,0.039,0.035,0.036,0.035,,,0.032,0.032,0.029,,0.033
SW_60,0.031,0.035,0.032,0.033,0.028,,,0.027,0.026,0.021,,0.029
SW_120,0.038,0.034,0.039,0.025,0.017,,,0.015,0.026,0.024,,0.027
sFC,0.030,0.011,0.004,0.004,0.003,,,0.004,0.004,0.004,,0.008
