,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point,average
VWP,0.023,0.027,3.266,0.061,0.032,,,0.025,1.098,0.012,,0.568
SVWP,0.023,0.026,0.081,0.074,0.036,,,0.029,0.494,0.010,,0.097
DCC_joint,0.023,0.024,0.022,0.020,0.022,,,0.018,0.020,0.010,,0.020
SW_cross_validated,0.021,0.025,0.039,0.042,0.037,,,0.029,0.043,0.020,,0.032
SW_15,0.022,0.039,0.031,0.033,0.033,,,0.028,0.034,0.028,,0.031
SW_30,0.021,0.036,0.030,0.032,0.030,,,0.025,0.031,0.025,,0.029
SW_60,0.020,0.032,0.027,0.026,0.023,,,0.021,0.027,0.020,,0.025
SW_120,0.023,0.031,0.033,0.019,0.014,,,0.016,0.028,0.024,,0.023
sFC,0.021,0.008,0.003,0.003,0.002,,,0.003,0.003,0.003,,0.006
