,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
103,1.549,2.244,0.324,0.216,0.177,0.179,0.179,0.181,0.323,1.418,1.273
104,0.926,2.337,0.395,0.297,0.140,0.179,0.179,0.148,0.291,1.377,1.273
105,1.221,2.604,0.318,0.264,0.144,0.179,0.179,0.158,0.379,1.690,1.273
106,1.457,1.541,0.457,0.270,0.198,0.179,0.179,0.201,0.308,1.898,1.273
107,1.169,2.111,0.333,0.213,0.164,0.179,0.179,0.278,0.340,1.868,1.273
108,1.527,2.190,0.337,0.215,0.151,0.179,0.179,0.190,0.299,1.817,1.273
109,1.380,1.273,0.452,0.275,0.226,0.179,0.179,0.250,0.331,1.541,1.273
110,1.304,2.558,0.395,0.252,0.160,0.179,0.179,0.920,0.317,1.733,1.273
111,1.604,2.079,0.399,0.283,0.151,0.179,0.179,0.246,0.320,1.435,1.273
112,1.708,2.027,0.350,0.224,0.200,0.179,0.179,0.164,0.323,1.662,1.273
113,1.415,2.213,0.291,0.224,0.181,0.179,0.179,0.223,0.338,2.078,1.273
114,1.377,1.741,0.690,0.200,0.175,0.179,0.179,0.190,0.329,1.380,1.273
115,1.435,2.219,0.363,0.190,0.208,0.179,0.179,0.219,0.321,1.600,1.273
116,1.668,2.468,0.470,0.208,0.145,0.179,0.179,0.323,0.330,1.837,1.273
117,1.559,2.487,0.392,0.143,0.134,0.179,0.179,0.167,0.359,2.066,1.273
118,1.397,1.382,0.410,0.181,0.214,0.179,0.179,0.158,0.304,1.907,1.273
119,1.092,1.094,0.370,0.217,0.197,0.179,0.179,0.203,0.306,1.532,1.273
120,1.565,2.320,0.474,0.242,0.116,0.179,0.179,0.295,0.321,1.384,1.273
121,1.559,1.488,0.408,0.237,0.176,0.179,0.179,0.289,0.318,1.727,1.273
122,1.191,2.657,0.398,0.238,0.214,0.179,0.179,0.195,0.231,1.748,1.273
123,0.784,0.988,0.718,0.248,0.144,0.179,0.179,0.879,0.298,1.967,1.273
124,1.658,2.456,0.400,0.220,0.178,0.179,0.179,0.177,0.341,1.761,1.273
125,1.622,2.004,0.405,0.246,0.138,0.179,0.179,0.206,0.335,1.589,1.273
126,1.384,1.901,0.330,0.220,0.160,0.179,0.179,0.180,0.283,2.161,1.273
127,1.418,2.286,0.393,0.193,0.164,0.179,0.179,0.182,0.343,1.497,1.273
128,1.428,1.643,0.335,0.193,0.156,0.179,0.179,0.199,0.270,2.281,1.273
129,1.147,2.330,0.411,0.292,0.221,0.179,0.179,0.161,0.311,1.831,1.273
130,1.097,2.378,0.652,0.235,0.156,0.179,0.179,0.180,0.292,1.567,1.273
131,1.249,2.174,0.475,0.242,0.178,0.179,0.179,0.204,0.327,1.528,1.273
132,1.373,1.545,0.346,0.247,0.211,0.179,0.179,0.186,0.365,1.535,1.273
133,0.921,1.880,0.315,0.230,0.197,0.179,0.179,0.197,0.302,1.844,1.273
134,0.971,0.971,0.301,0.191,0.224,0.179,0.179,0.178,0.343,1.672,1.273
135,1.020,2.352,0.331,0.193,0.138,0.179,0.179,1.144,0.343,1.757,1.273
136,1.702,2.232,0.399,0.214,0.156,0.179,0.179,0.226,0.320,2.115,1.273
137,1.796,1.424,0.445,0.242,0.156,0.179,0.179,0.169,0.336,1.855,1.273
138,1.429,1.193,0.367,0.164,0.235,0.179,0.179,0.174,0.308,1.662,1.273
139,1.515,2.365,0.420,0.241,0.133,0.179,0.179,0.170,0.293,1.443,1.273
140,1.093,2.163,0.343,0.188,0.218,0.179,0.179,0.368,0.349,2.049,1.273
141,1.181,1.654,0.453,0.214,0.195,0.179,0.179,0.258,0.305,1.689,1.273
142,1.611,1.541,0.487,0.193,0.161,0.179,0.179,0.177,0.330,1.696,1.273
143,1.906,1.921,0.665,0.307,0.123,0.179,0.179,0.178,0.335,1.715,1.273
144,1.490,1.970,0.426,0.266,0.178,0.179,0.179,0.321,0.357,1.238,1.273
145,1.409,1.894,0.341,0.215,0.233,0.179,0.179,0.143,0.292,1.495,1.273
146,1.536,1.209,0.334,0.224,0.145,0.179,0.179,1.160,0.334,1.376,1.273
147,1.455,1.463,0.468,0.293,0.202,0.179,0.179,0.187,0.365,1.909,1.273
148,1.606,1.942,0.347,0.307,0.189,0.179,0.179,0.306,0.295,1.326,1.273
149,1.403,1.975,0.649,0.226,0.220,0.179,0.179,0.345,0.348,1.364,1.273
150,0.960,2.436,0.694,0.207,0.148,0.179,0.179,0.185,0.323,1.584,1.273
151,1.185,2.449,0.380,0.257,0.170,0.179,0.179,0.160,0.311,0.434,1.273
152,1.611,2.177,0.663,0.250,0.164,0.179,0.179,0.171,0.344,1.749,1.273
153,1.209,2.403,0.736,0.228,0.172,0.179,0.179,0.187,0.308,1.891,1.273
154,1.024,1.793,0.480,0.183,0.158,0.179,0.179,1.148,0.321,2.029,1.273
155,1.395,2.150,0.411,0.209,0.164,0.179,0.179,0.178,0.308,0.997,1.273
156,1.591,2.010,0.678,0.213,0.205,0.179,0.179,0.167,0.317,1.360,1.273
157,1.037,2.387,0.338,0.249,0.201,0.179,0.179,0.887,0.310,1.759,1.273
158,1.378,1.476,0.591,0.260,0.228,0.179,0.179,0.165,0.343,1.693,1.273
159,1.438,1.856,0.446,0.177,0.177,0.179,0.179,0.175,0.337,1.406,1.273
160,1.704,2.408,0.450,0.270,0.148,0.179,0.179,0.194,0.339,1.890,1.273
161,1.412,2.424,0.588,0.233,0.204,0.179,0.179,0.193,0.321,0.427,1.273
162,1.218,1.130,0.478,0.225,0.213,0.179,0.179,0.191,0.321,1.302,1.273
163,1.572,2.254,0.349,0.216,0.179,0.179,0.179,0.211,0.304,2.004,1.273
164,1.786,2.220,0.395,0.189,0.158,0.179,0.179,0.310,0.305,2.074,1.273
165,1.243,2.351,0.417,0.198,0.142,0.179,0.179,0.297,0.322,1.996,1.273
166,1.246,2.106,0.319,0.266,0.184,0.179,0.179,0.198,0.325,1.839,1.273
167,1.424,2.251,0.373,0.226,0.208,0.179,0.179,0.162,0.302,1.514,1.273
168,1.533,2.220,0.638,0.232,0.145,0.179,0.179,0.205,0.323,1.701,1.273
169,1.453,1.320,0.344,0.245,0.176,0.179,0.179,0.191,0.330,1.858,1.273
170,1.614,2.397,0.689,0.218,0.178,0.179,0.179,0.170,0.314,1.848,1.273
171,1.340,2.422,0.320,0.205,0.160,0.179,0.179,0.153,0.355,2.085,1.273
172,1.141,2.102,0.363,0.216,0.167,0.179,0.179,0.163,0.300,1.452,1.273
173,1.312,1.925,0.366,0.173,0.186,0.179,0.179,0.191,0.279,0.840,1.273
174,1.698,2.078,0.350,0.312,0.158,0.179,0.179,0.165,0.345,1.709,1.273
175,1.319,1.164,0.462,0.231,0.171,0.179,0.179,0.258,0.303,1.905,1.273
176,1.662,1.553,0.371,0.202,0.216,0.179,0.179,0.678,0.324,1.628,1.273
177,1.507,2.523,0.630,0.185,0.160,0.179,0.179,0.200,0.284,1.894,1.273
178,1.404,2.345,0.650,0.233,0.200,0.179,0.179,0.184,0.348,1.464,1.273
179,1.497,2.109,0.325,0.220,0.170,0.179,0.179,0.194,0.317,1.377,1.273
180,1.472,2.140,0.660,0.201,0.213,0.179,0.179,0.148,0.297,1.466,1.273
181,1.656,1.033,0.689,0.283,0.203,0.179,0.179,0.282,0.308,1.815,1.273
182,1.594,2.280,0.530,0.171,0.206,0.179,0.179,1.177,0.339,1.754,1.273
183,1.250,1.316,0.330,0.237,0.196,0.179,0.179,0.174,0.298,1.498,1.273
184,1.463,1.958,0.370,0.205,0.248,0.179,0.179,0.149,0.339,1.635,1.273
185,1.639,2.293,0.395,0.246,0.145,0.179,0.179,0.977,0.328,1.515,1.273
186,1.041,1.989,0.375,0.196,0.246,0.179,0.179,0.171,0.305,1.859,1.273
187,1.090,2.065,0.353,0.358,0.147,0.179,0.179,0.149,0.336,1.899,1.273
188,1.407,1.958,0.383,0.214,0.153,0.179,0.179,0.296,0.336,1.931,1.273
189,1.564,1.925,0.418,0.277,0.144,0.179,0.179,0.162,0.315,1.816,1.273
190,1.202,2.289,0.374,0.301,0.145,0.179,0.179,0.337,0.271,1.081,1.273
191,1.609,1.955,0.333,0.256,0.160,0.179,0.179,0.228,0.310,1.306,1.273
192,1.553,2.139,0.481,0.178,0.186,0.179,0.179,0.217,0.343,0.820,1.273
193,1.363,2.310,0.356,0.245,0.154,0.179,0.179,0.201,0.310,1.936,1.273
194,1.526,2.407,0.428,0.179,0.141,0.179,0.179,0.181,0.353,1.808,1.273
195,1.199,2.395,0.354,0.230,0.198,0.179,0.179,0.156,0.340,1.464,1.273
196,0.789,2.001,0.436,0.219,0.186,0.179,0.179,0.157,0.314,1.809,1.273
197,1.736,2.603,0.340,0.228,0.151,0.179,0.179,0.284,0.318,1.692,1.273
198,1.590,1.917,0.358,0.321,0.183,0.179,0.179,0.203,0.317,1.661,1.273
199,1.173,1.960,0.600,0.303,0.179,0.179,0.179,0.171,0.340,1.273,1.273
