,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.016,0.023,0.073,0.083,0.094,,,0.199,0.178,0.202,,0.109
SVWP,0.016,0.023,0.082,0.089,0.101,,,0.222,0.189,0.202,,0.115
DCC_joint,0.051,0.019,0.185,0.230,0.264,,,0.263,0.240,0.186,,0.180
SW_cross_validated,0.097,0.034,0.122,0.133,0.152,,,0.213,0.168,0.198,,0.140
SW_15,0.279,0.114,0.178,0.178,0.181,,,0.241,0.177,0.238,,0.198
SW_30,0.195,0.074,0.126,0.133,0.156,,,0.206,0.157,0.191,,0.155
SW_60,0.140,0.051,0.108,0.164,0.259,,,0.237,0.178,0.196,,0.167
SW_120,0.110,0.039,0.171,0.365,0.607,,,0.387,0.231,0.217,,0.266
sFC,0.041,0.014,0.710,0.709,0.709,,,0.387,0.818,0.199,,0.448
