,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point,average
VWP,0.017,0.052,0.125,0.137,0.172,,,0.220,0.218,0.205,,0.143
SVWP,0.016,0.053,0.111,0.137,0.172,,,0.236,0.222,0.205,,0.144
DCC_joint,0.051,0.029,0.187,0.231,0.266,,,0.264,0.242,0.187,,0.182
SW_cross_validated,0.088,0.166,0.214,0.229,0.253,,,0.237,0.274,0.221,,0.210
SW_15,0.251,0.322,0.301,0.307,0.307,,,0.293,0.341,0.285,,0.301
SW_30,0.182,0.228,0.214,0.216,0.229,,,0.238,0.266,0.224,,0.225
SW_60,0.132,0.170,0.155,0.186,0.268,,,0.248,0.248,0.214,,0.203
SW_120,0.104,0.152,0.157,0.357,0.610,,,0.381,0.286,0.241,,0.286
sFC,0.041,0.014,0.710,0.709,0.709,,,0.387,0.818,0.199,,0.449
