,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012
SVWP,-0.1754,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.0044
DCC_joint,1.4939,1.5105,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0054
SW_cross_validated,-11.3644,-10.2951,-13.8563,-,0.0000,0.6700,1.,1.,0.0000
SW_15,-15.5092,-14.7263,-17.1468,-7.1058,-,0.0130,0.0001,0.0000,0.0000
SW_30,-12.0898,-11.2752,-13.9381,-2.5867,4.3786,-,0.6004,0.2715,0.0000
SW_60,-9.4453,-8.7257,-11.2444,0.3263,6.8538,2.6388,-,1.,0.0000
SW_120,-11.4269,-10.2707,-14.1332,0.4219,7.5585,3.0087,0.0321,-,0.0000
sFC,5.4864,4.875,4.7785,18.6384,19.981,17.3077,14.6822,19.4135,-
