,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.4989,0.0001,0.8687,0.0150,0.4185,0.0610,0.0301,0.2426
SVWP,0.4989,,0.0000,0.6427,0.0019,0.8461,0.0022,0.0002,0.5741
DCC_joint,0.0001,0.0000,,0.0001,0.0000,0.0001,0.0000,0.0000,0.0000
SW_cross_validated,0.8687,0.6427,0.0001,,0.0122,0.5483,0.0473,0.0235,0.3670
SW_15,0.0150,0.0019,0.0000,0.0122,,0.0017,0.1594,0.1444,0.0004
SW_30,0.4185,0.8461,0.0001,0.5483,0.0017,,0.0021,0.0002,0.7901
SW_60,0.0610,0.0022,0.0000,0.0473,0.1594,0.0021,,0.8766,0.0000
SW_120,0.0301,0.0002,0.0000,0.0235,0.1444,0.0002,0.8766,,0.0000
sFC,0.2426,0.5741,0.0000,0.3670,0.0004,0.7901,0.0000,0.0000,
