,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.8627,0.1525,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SVWP,0.8627,,0.1483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
DCC_joint,0.1525,0.1483,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002
SW_cross_validated,0.0000,0.0000,0.0000,,0.0000,0.0186,0.7479,0.6781,0.0000
SW_15,0.0000,0.0000,0.0000,0.0000,,0.0004,0.0000,0.0000,0.0000
SW_30,0.0000,0.0000,0.0000,0.0186,0.0004,,0.0167,0.0075,0.0000
SW_60,0.0000,0.0000,0.0000,0.7479,0.0000,0.0167,,0.9748,0.0000
SW_120,0.0000,0.0000,0.0000,0.6781,0.0000,0.0075,0.9748,,0.0000
sFC,0.0000,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,
