,null,constant,periodic_1,periodic_2,periodic_3,stepwise,state_transition
0,69,53,29,47,51,93,87
1,77,89,65,41,99,77,75
2,43,47,57,43,37,71,81
3,81,71,51,43,39,45,69
4,85,89,55,65,59,99,99
5,81,87,65,35,43,99,57
6,99,45,77,49,43,59,53
7,65,63,53,47,47,37,73
8,77,95,65,65,33,61,51
9,41,97,93,51,35,25,87
10,47,57,77,67,43,33,81
11,97,45,59,41,49,67,73
12,69,79,43,35,39,69,55
13,83,39,55,45,57,51,87
14,61,55,49,27,51,83,35
15,83,57,53,37,41,39,99
16,33,99,31,65,73,35,99
17,65,83,41,65,35,85,57
18,47,57,95,65,61,51,97
19,45,89,75,49,41,51,89
20,81,69,71,37,61,95,81
21,89,97,89,43,47,69,87
22,79,35,71,59,33,75,83
23,35,43,71,65,35,91,75
24,65,57,31,47,43,87,81
25,53,85,57,49,69,97,73
26,59,59,89,31,31,33,67
27,59,95,75,45,39,49,99
28,67,87,39,57,25,97,63
29,49,95,81,47,47,81,59
30,99,67,67,33,49,37,41
31,89,75,95,47,35,61,99
32,79,89,53,83,59,51,45
33,75,91,87,49,41,99,71
34,69,73,77,39,41,97,91
35,99,77,41,41,33,99,75
36,53,57,69,91,35,45,99
37,53,55,91,37,49,43,81
38,61,93,99,55,29,51,81
39,99,79,93,37,43,97,37
40,89,79,41,59,39,99,93
41,77,47,95,39,51,55,69
42,77,85,99,59,47,95,63
43,97,35,79,21,31,35,67
44,99,91,67,59,25,67,45
45,43,85,47,29,69,37,99
46,55,55,33,85,93,47,53
47,85,41,77,35,45,45,45
48,99,77,59,53,33,89,97
49,95,99,85,45,57,89,61
50,93,35,83,71,35,89,87
51,35,53,87,51,55,71,67
52,57,41,53,65,43,97,51
53,59,49,53,45,43,55,45
54,43,77,49,69,51,93,99
55,69,99,75,47,59,35,41
56,93,67,91,63,41,99,73
57,67,49,75,57,43,75,65
58,49,77,91,61,27,47,71
59,57,79,95,45,39,33,87
60,73,97,75,55,37,97,99
61,77,89,75,61,41,73,25
62,73,95,99,25,45,95,55
63,75,99,49,45,53,23,27
64,73,65,61,31,29,99,61
65,97,41,57,53,21,47,51
66,63,99,99,35,49,49,79
67,83,25,85,45,45,95,47
68,85,45,45,55,45,59,73
69,83,65,65,37,41,31,99
70,47,47,93,31,41,93,95
71,99,81,39,73,41,47,99
72,99,99,99,57,47,91,39
73,63,61,69,45,43,99,85
74,35,75,67,41,27,95,75
