,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,1.2851e-17,1.3887e-25,7.8724e-41,7.5521e-36,1.0027e-31,1.2772e-22,7.7627e-01
DCC_bivariate_loop,,,1.2851e-17,,5.0612e-21,1.3253e-39,1.4122e-34,4.6240e-30,8.0197e-21,2.5273e-17
SW_cross_validated,,,1.3887e-25,5.0612e-21,,2.7584e-39,1.2711e-33,4.7515e-28,5.0440e-17,2.7012e-25
SW_15,,,7.8724e-41,1.3253e-39,2.7584e-39,,2.2725e-31,7.8374e-35,3.3987e-30,1.4335e-40
SW_30,,,7.5521e-36,1.4122e-34,1.2711e-33,2.2725e-31,,1.2743e-26,1.9980e-24,1.1657e-35
SW_60,,,1.0027e-31,4.6240e-30,4.7515e-28,7.8374e-35,1.2743e-26,,7.0183e-16,1.4931e-31
SW_120,,,1.2772e-22,8.0197e-21,5.0440e-17,3.3987e-30,1.9980e-24,7.0183e-16,,1.4184e-22
sFC,,,7.7627e-01,2.5273e-17,2.7012e-25,1.4335e-40,1.1657e-35,1.4931e-31,1.4184e-22,
