,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.32,7.19,10.13,58.69,36.73,21.16,11.28,-11.29
SVWP,0.32,,6.76,9.67,56.97,35.57,20.38,10.76,-11.43
DCC_joint,7.19,6.76,,3.22,50.53,28.60,13.22,3.96,-19.25
SW_cross_validated,10.13,9.67,3.22,,43.98,23.42,9.02,0.52,-21.87
SW_15,58.69,56.97,50.53,43.98,,-26.89,-43.25,-47.29,-81.50
SW_30,36.73,35.57,28.60,23.42,-26.89,,-17.43,-24.77,-55.45
SW_60,21.16,20.38,13.22,9.02,-43.25,-17.43,,-9.11,-36.81
SW_120,11.28,10.76,3.96,0.52,-47.29,-24.77,-9.11,,-24.06
sFC,-11.29,-11.43,-19.25,-21.87,-81.50,-55.45,-36.81,-24.06,
