,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.68,0.09,0.49,0.18,0.84,0.77,1.87,1.82
SVWP,0.68,,1.04,1.38,0.73,1.84,1.77,1.08,1.00
DCC_joint,0.09,1.04,,0.69,0.52,1.49,1.39,4.58,5.12
SW_cross_validated,0.49,1.38,0.69,,1.04,0.49,0.37,3.88,3.99
SW_15,0.18,0.73,0.52,1.04,,1.85,1.76,3.48,3.70
SW_30,0.84,1.84,1.49,0.49,1.85,,0.15,5.65,6.15
SW_60,0.77,1.77,1.39,0.37,1.76,0.15,,5.76,6.36
SW_120,1.87,1.08,4.58,3.88,3.48,5.65,5.76,,0.36
sFC,1.82,1.00,5.12,3.99,3.70,6.15,6.36,0.36,
