,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,9.9592e-01,2.3626e-13,3.8688e-71,2.3073e-251,4.7690e-186,2.5064e-132,1.1171e-82,1.3732e-10
SVWP,9.9592e-01,,2.9569e-13,9.4118e-71,1.7419e-250,3.1447e-185,1.3171e-131,2.8350e-82,1.6253e-10
DCC_joint,2.3626e-13,2.9569e-13,,6.2147e-45,1.0116e-246,2.1040e-173,3.7242e-111,8.5912e-58,3.1990e-01
SW_cross_validated,3.8688e-71,9.4118e-71,6.2147e-45,,5.5955e-188,6.9896e-97,4.8270e-28,1.4569e-03,2.8829e-48
SW_15,2.3073e-251,1.7419e-250,1.0116e-246,5.5955e-188,,3.6843e-109,1.1614e-174,1.3281e-172,3.0831e-247
SW_30,4.7690e-186,3.1447e-185,2.1040e-173,6.9896e-97,3.6843e-109,,4.3037e-58,4.3015e-78,5.0642e-175
SW_60,2.5064e-132,1.3171e-131,3.7242e-111,4.8270e-28,1.1614e-174,4.3037e-58,,2.6529e-14,5.7357e-114
SW_120,1.1171e-82,2.8350e-82,8.5912e-58,1.4569e-03,1.3281e-172,4.3015e-78,2.6529e-14,,5.2300e-61
sFC,1.3732e-10,1.6253e-10,3.1990e-01,2.8829e-48,3.0831e-247,5.0642e-175,5.7357e-114,5.2300e-61,
