,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,7.5443e-01,3.3153e-12,1.4448e-21,5.6593e-198,7.9492e-130,4.6096e-67,9.2458e-26,7.5436e-26
SVWP,7.5443e-01,,4.9263e-11,5.2587e-20,1.5799e-193,1.0849e-125,8.8350e-64,6.6553e-24,2.3166e-26
DCC_joint,3.3153e-12,4.9263e-11,,1.3671e-03,2.9134e-175,1.4633e-98,2.4764e-33,8.7621e-05,7.3971e-59
SW_cross_validated,1.4448e-21,5.2587e-20,1.3671e-03,,6.5841e-155,7.0999e-77,8.3618e-18,6.0476e-01,3.2666e-70
SW_15,5.6593e-198,1.5799e-193,2.9134e-175,6.5841e-155,,1.5278e-91,1.6989e-152,2.0067e-165,2.0537e-250
SW_30,7.9492e-130,1.0849e-125,1.4633e-98,7.0999e-77,1.5278e-91,,5.8343e-51,1.2455e-82,2.5048e-189
SW_60,4.6096e-67,8.8350e-64,2.4764e-33,8.3618e-18,1.6989e-152,5.8343e-51,,4.0740e-18,3.2783e-130
SW_120,9.2458e-26,6.6553e-24,8.7621e-05,6.0476e-01,2.0067e-165,1.2455e-82,4.0740e-18,,1.2401e-79
sFC,7.5436e-26,2.3166e-26,7.3971e-59,3.2666e-70,2.0537e-250,2.5048e-189,3.2783e-130,1.2401e-79,
