,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.9384,0.0008,0.4624,0.6493,0.0893,0.3487,0.4662,0.3716
SVWP,0.9384,,0.0004,0.4844,0.6872,0.0705,0.2886,0.4904,0.3241
DCC_joint,0.0008,0.0004,,0.0019,0.0005,0.2125,0.0071,0.0003,0.0357
SW_cross_validated,0.4624,0.4844,0.0019,,0.7117,0.0488,0.1587,0.8854,0.1755
SW_15,0.6493,0.6872,0.0005,0.7117,,0.0479,0.1838,0.7837,0.2175
SW_30,0.0893,0.0705,0.2125,0.0488,0.0479,,0.3186,0.0310,0.4439
SW_60,0.3487,0.2886,0.0071,0.1587,0.1838,0.3186,,0.1163,0.9018
SW_120,0.4662,0.4904,0.0003,0.8854,0.7837,0.0310,0.1163,,0.1485
sFC,0.3716,0.3241,0.0357,0.1755,0.2175,0.4439,0.9018,0.1485,
