,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,1.,1.,0.0116,1.,1.,1.,0.0000
SVWP,-0.8082,-,1.,1.,1.,1.,1.,1.,0.001
DCC_joint,-1.1172,0.0868,-,1.,0.0053,1.,0.8214,0.0300,0.0000
SW_cross_validated,0.3792,1.0978,1.5364,-,0.0054,1.,1.,1.,0.0000
SW_15,-4.4301,-2.0702,-4.7863,-4.7755,-,0.0001,0.0000,0.0000,0.0000
SW_30,-0.863,0.3215,0.4681,-1.3148,6.6296,-,1.,0.0275,0.0000
SW_60,0.7997,1.4726,2.4892,0.3358,7.6027,2.3439,-,1.,0.0000
SW_120,1.9429,2.3098,4.003,1.4463,9.5294,4.0429,1.4501,-,0.0000
sFC,-9.705,-5.583,-13.086,-9.8554,-14.4888,-17.5487,-15.4743,-17.5478,-
