,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.12,0.18,1.39,2.62,1.69,1.24,0.89,0.26
SVWP,0.12,,0.04,1.28,2.53,1.58,1.11,0.77,0.40
DCC_joint,0.18,0.04,,1.82,4.69,2.75,1.88,1.14,0.64
SW_cross_validated,1.39,1.28,1.82,,1.39,0.16,0.43,0.72,2.09
SW_15,2.62,2.53,4.69,1.39,,1.84,2.65,2.56,4.17
SW_30,1.69,1.58,2.75,0.16,1.84,,0.82,1.11,2.77
SW_60,1.24,1.11,1.88,0.43,2.65,0.82,,0.42,2.10
SW_120,0.89,0.77,1.14,0.72,2.56,1.11,0.42,,1.52
sFC,0.26,0.40,0.64,2.09,4.17,2.77,2.10,1.52,
