,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.03,0.14,0.32,1.86,1.17,0.43,0.31,0.25
SVWP,0.03,,0.11,0.36,1.93,1.23,0.48,0.35,0.22
DCC_joint,0.14,0.11,,0.53,2.56,1.87,0.78,0.53,0.16
SW_cross_validated,0.32,0.36,0.53,,1.47,0.74,0.04,0.02,0.54
SW_15,1.86,1.93,2.56,1.47,,1.07,1.80,1.54,1.97
SW_30,1.17,1.23,1.87,0.74,1.07,,0.95,0.80,1.34
SW_60,0.43,0.48,0.78,0.04,1.80,0.95,,0.07,0.67
SW_120,0.31,0.35,0.53,0.02,1.54,0.80,0.07,,0.54
sFC,0.25,0.22,0.16,0.54,1.97,1.34,0.67,0.54,
