,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.81,1.12,-0.38,4.43,0.86,-0.80,-1.94,9.70
SVWP,0.81,,-0.09,-1.10,2.07,-0.32,-1.47,-2.31,5.58
DCC_joint,1.12,-0.09,,-1.54,4.79,-0.47,-2.49,-4.00,13.09
SW_cross_validated,-0.38,-1.10,-1.54,,4.78,1.31,-0.34,-1.45,9.86
SW_15,4.43,2.07,4.79,4.78,,-6.63,-7.60,-9.53,14.49
SW_30,0.86,-0.32,-0.47,1.31,-6.63,,-2.34,-4.04,17.55
SW_60,-0.80,-1.47,-2.49,-0.34,-7.60,-2.34,,-1.45,15.47
SW_120,-1.94,-2.31,-4.00,-1.45,-9.53,-4.04,-1.45,,17.55
sFC,9.70,5.58,13.09,9.86,14.49,17.55,15.47,17.55,
