,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0000,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_joint,nan,-18.9849,-,0.0000,1.,0.0000,0.0000,1.,0.0011,0.0000
DCC_bivariate_loop,nan,0.5644,20.9795,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SW_cross_validated,nan,-13.8334,1.6151,-14.9387,-,0.0000,0.0000,1.,0.2383,0.0000
SW_15,nan,-50.0258,-28.964,-54.5926,-25.6113,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-30.7677,-11.1314,-33.6769,-10.8753,17.6635,-,0.0000,0.0000,0.209
SW_60,nan,-19.3867,1.281,-21.8068,-0.6647,32.7323,13.327,-,0.0062,0.0000
SW_120,nan,-12.4743,5.5311,-13.8674,3.0685,33.6159,16.3051,4.7198,-,0.0000
sFC,nan,-41.9265,-12.3644,-51.0621,-11.0416,28.184,3.1286,-16.5464,-19.1061,-
