,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.51,-1.12,-1.18,-1.52,-2.55,-1.65,3.43,3.33
DCC_joint,,0.51,,-5.68,-3.60,-6.51,-11.17,-7.07,11.81,13.00
DCC_bivariate_loop,,-1.12,-5.68,,-0.33,-1.37,-5.41,-1.83,19.33,21.96
SW_cross_validated,,-1.18,-3.60,-0.33,,-0.50,-2.60,-0.76,9.97,10.04
SW_15,,-1.52,-6.51,-1.37,-0.50,,-3.43,-0.40,18.49,20.20
SW_30,,-2.55,-11.17,-5.41,-2.60,-3.43,,3.06,27.29,32.10
SW_60,,-1.65,-7.07,-1.83,-0.76,-0.40,3.06,,19.51,21.49
SW_120,,3.43,11.81,19.33,9.97,18.49,27.29,19.51,,-0.93
sFC,,3.33,13.00,21.96,10.04,20.20,32.10,21.49,-0.93,
