,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point,average
VWP,0.024,0.017,0.021,0.020,0.021,,,0.042,0.019,0.009,,0.021
SVWP,0.024,0.017,0.021,0.019,0.021,,,0.038,0.017,0.009,,0.021
DCC_joint,0.021,0.017,0.019,0.019,0.018,,,0.015,0.017,0.010,,0.017
SW_cross_validated,0.025,0.018,0.021,0.021,0.023,,,0.024,0.016,0.013,,0.020
SW_15,0.020,0.010,0.016,0.016,0.015,,,0.018,0.016,0.018,,0.016
SW_30,0.019,0.011,0.017,0.018,0.019,,,0.018,0.016,0.016,,0.017
SW_60,0.019,0.013,0.019,0.019,0.019,,,0.017,0.014,0.015,,0.017
SW_120,0.027,0.016,0.022,0.019,0.013,,,0.011,0.011,0.015,,0.017
sFC,0.021,0.014,0.004,0.003,0.003,,,0.005,0.003,0.007,,0.008
