,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.015,0.037,0.074,0.091,0.109,,,0.167,0.126,0.120,,0.092
SVWP,0.015,0.038,0.073,0.092,0.110,,,0.194,0.130,0.120,,0.096
DCC_joint,0.032,0.049,0.124,0.155,0.178,,,0.164,0.160,0.114,,0.122
SW_cross_validated,0.070,0.055,0.092,0.110,0.124,,,0.150,0.120,0.127,,0.106
SW_15,0.195,0.119,0.147,0.146,0.145,,,0.172,0.147,0.172,,0.155
SW_30,0.134,0.090,0.108,0.106,0.110,,,0.140,0.120,0.133,,0.117
SW_60,0.097,0.069,0.083,0.101,0.146,,,0.142,0.116,0.127,,0.110
SW_120,0.078,0.056,0.106,0.208,0.346,,,0.224,0.138,0.136,,0.161
sFC,0.030,0.020,0.402,0.402,0.403,,,0.221,0.463,0.116,,0.257
