,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
168,1.367,1.213,0.552,0.243,0.160,0.286,0.286,1.391,0.526,1.594,1.109
169,1.153,1.707,0.296,0.240,0.210,0.286,0.286,0.296,0.258,1.895,1.109
170,1.347,1.461,0.722,0.325,0.142,0.286,0.286,0.239,0.791,1.475,1.109
171,1.007,1.329,0.385,0.327,0.288,0.286,0.286,1.103,0.294,1.407,1.109
172,1.435,1.173,0.413,0.297,0.136,0.286,0.286,0.810,0.212,0.441,1.109
173,1.445,1.395,0.313,0.262,0.153,0.286,0.286,0.286,0.219,0.974,1.109
174,1.223,1.380,0.534,0.324,0.288,0.286,0.286,0.266,0.366,0.787,1.109
175,1.155,2.088,0.401,0.239,0.269,0.286,0.286,1.507,0.645,1.489,1.109
176,0.598,2.070,0.445,0.261,0.316,0.286,0.286,1.203,0.257,1.755,1.109
177,1.019,0.812,0.423,0.235,0.168,0.286,0.286,0.912,0.553,1.051,1.109
178,1.478,0.561,0.341,0.281,0.228,0.286,0.286,0.207,0.523,1.536,1.109
179,1.763,1.320,0.454,0.282,0.175,0.286,0.286,0.906,0.483,1.275,1.109
180,1.307,1.111,0.380,0.227,0.125,0.286,0.286,0.657,0.500,1.438,1.109
181,1.177,1.046,0.408,0.265,0.280,0.286,0.286,1.155,0.333,1.767,1.109
182,1.027,1.896,0.316,0.346,0.224,0.286,0.286,1.352,0.400,1.527,1.109
183,1.085,2.098,0.462,0.273,0.218,0.286,0.286,1.219,0.540,0.486,1.109
184,1.106,1.595,0.398,0.264,0.212,0.286,0.286,1.452,0.295,1.737,1.109
185,1.431,1.390,0.346,0.294,0.225,0.286,0.286,1.100,0.639,0.760,1.109
186,1.301,0.631,0.758,0.349,0.305,0.286,0.286,1.364,0.799,1.784,1.109
187,1.413,1.784,0.436,0.297,0.280,0.286,0.286,1.263,0.433,1.527,1.109
188,0.910,1.810,0.359,0.232,0.179,0.286,0.286,0.232,0.348,1.717,1.109
189,1.419,1.496,0.524,0.420,0.177,0.286,0.286,0.182,0.317,1.183,1.109
190,0.977,2.139,0.296,0.326,0.156,0.286,0.286,0.668,0.400,0.671,1.109
191,0.831,2.046,0.574,0.356,0.242,0.286,0.286,0.183,0.255,1.353,1.109
192,0.780,1.855,0.391,0.317,0.303,0.286,0.286,1.586,0.568,1.397,1.109
193,1.401,2.003,0.421,0.197,0.160,0.286,0.286,0.341,0.273,1.321,1.109
194,1.431,1.179,0.498,0.196,0.334,0.286,0.286,0.303,0.510,1.036,1.109
195,0.961,0.981,0.303,0.331,0.167,0.286,0.286,1.255,0.222,1.256,1.109
196,1.165,1.627,0.510,0.375,0.232,0.286,0.286,1.176,0.368,1.059,1.109
197,1.180,1.265,0.555,0.331,0.169,0.286,0.286,0.628,0.227,1.418,1.109
198,1.320,0.397,0.308,0.240,0.174,0.286,0.286,0.184,0.348,1.438,1.109
199,1.349,1.430,0.428,0.310,0.286,0.286,0.286,0.709,0.409,1.109,1.109
