,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,1.462,2.007,0.571,0.357,0.293,0.286,0.286,0.216,0.415,1.788,1.109
1,0.878,2.019,0.715,0.210,0.230,0.286,0.286,1.058,0.333,0.726,1.109
2,1.459,1.072,0.405,0.361,0.278,0.286,0.286,1.502,0.305,1.103,1.109
3,0.802,1.881,0.539,0.315,0.266,0.286,0.286,0.230,0.684,0.958,1.109
4,0.939,1.885,0.547,0.319,0.289,0.286,0.286,1.127,0.480,1.215,1.109
5,1.066,1.850,0.537,0.209,0.312,0.286,0.286,0.360,0.293,2.009,1.109
6,1.599,1.843,0.357,0.176,0.187,0.286,0.286,0.985,0.219,1.626,1.109
7,0.909,1.764,0.410,0.274,0.257,0.286,0.286,1.047,0.433,1.342,1.109
8,1.375,1.871,0.355,0.274,0.299,0.286,0.286,0.885,0.202,1.370,1.109
9,0.859,1.379,0.393,0.282,0.317,0.286,0.286,0.228,0.397,1.974,1.109
10,1.521,1.574,0.451,0.268,0.183,0.286,0.286,0.285,0.853,1.843,1.109
11,1.354,0.745,0.409,0.244,0.254,0.286,0.286,0.180,0.729,1.135,1.109
12,0.929,1.827,0.482,0.301,0.316,0.286,0.286,1.351,0.790,1.423,1.109
13,1.132,1.741,0.430,0.282,0.180,0.286,0.286,1.666,0.930,1.535,1.109
14,1.410,0.628,0.522,0.282,0.183,0.286,0.286,1.271,0.295,1.374,1.109
15,1.679,1.134,0.327,0.405,0.206,0.286,0.286,1.177,0.486,1.955,1.109
16,1.435,1.197,0.459,0.277,0.249,0.286,0.286,0.756,0.709,1.207,1.109
17,1.251,0.939,0.516,0.289,0.228,0.286,0.286,0.160,0.619,1.662,1.109
18,0.756,1.520,0.612,0.272,0.240,0.286,0.286,0.846,0.570,1.679,1.109
19,1.686,2.220,0.399,0.230,0.252,0.286,0.286,0.821,0.476,1.759,1.109
20,1.364,1.973,0.402,0.262,0.281,0.286,0.286,1.223,0.280,1.701,1.109
21,1.600,1.712,0.493,0.305,0.160,0.286,0.286,0.712,0.445,1.055,1.109
22,1.465,1.922,0.424,0.312,0.233,0.286,0.286,0.885,0.718,1.271,1.109
23,1.403,1.616,0.433,0.155,0.150,0.286,0.286,1.287,0.444,1.169,1.109
24,1.182,0.251,0.422,0.368,0.226,0.286,0.286,1.548,0.298,1.475,1.109
25,1.129,0.658,0.374,0.206,0.247,0.286,0.286,0.980,0.252,1.308,1.109
26,1.068,2.353,0.394,0.289,0.226,0.286,0.286,0.276,0.402,1.667,1.109
27,1.462,1.810,0.399,0.208,0.199,0.286,0.286,0.243,0.556,1.678,1.109
28,1.505,1.687,0.697,0.341,0.323,0.286,0.286,1.001,0.546,1.235,1.109
29,1.221,1.385,0.414,0.284,0.174,0.286,0.286,0.260,0.493,1.293,1.109
30,1.581,1.229,0.389,0.397,0.197,0.286,0.286,0.226,0.843,1.427,1.109
31,1.487,0.601,0.394,0.200,0.230,0.286,0.286,1.439,0.472,1.268,1.109
32,1.368,1.719,0.373,0.240,0.142,0.286,0.286,0.964,0.305,1.674,1.109
33,1.388,1.288,0.457,0.260,0.189,0.286,0.286,1.388,0.491,1.339,1.109
34,0.953,1.637,0.555,0.127,0.168,0.286,0.286,1.060,0.447,1.508,1.109
35,1.580,1.769,0.365,0.343,0.236,0.286,0.286,1.291,0.286,1.614,1.109
36,1.437,1.496,0.284,0.293,0.133,0.286,0.286,0.285,0.341,1.925,1.109
37,1.463,1.867,0.410,0.356,0.275,0.286,0.286,1.062,0.297,1.903,1.109
38,1.631,1.878,0.411,0.271,0.226,0.286,0.286,1.255,0.906,1.139,1.109
39,1.379,1.476,0.403,0.312,0.119,0.286,0.286,1.596,0.377,1.301,1.109
40,1.357,2.088,0.515,0.248,0.304,0.286,0.286,1.010,1.085,1.394,1.109
41,1.194,1.105,0.381,0.234,0.132,0.286,0.286,0.274,0.357,1.283,1.109
42,1.390,0.928,0.483,0.218,0.222,0.286,0.286,0.237,0.572,1.108,1.109
43,1.449,1.199,0.298,0.229,0.160,0.286,0.286,0.571,0.442,1.329,1.109
44,1.607,0.880,0.336,0.298,0.215,0.286,0.286,1.015,0.289,1.432,1.109
45,1.579,1.615,0.606,0.297,0.209,0.286,0.286,0.493,0.315,1.783,1.109
46,1.338,0.759,0.457,0.220,0.210,0.286,0.286,0.270,0.478,1.175,1.109
47,1.470,2.042,0.358,0.387,0.283,0.286,0.286,1.092,0.266,1.011,1.109
48,1.272,2.262,0.434,0.426,0.271,0.286,0.286,0.731,0.397,1.407,1.109
49,1.310,2.203,0.385,0.278,0.267,0.286,0.286,1.285,0.523,1.438,1.109
50,1.218,1.455,0.436,0.205,0.314,0.286,0.286,0.239,0.321,1.309,1.109
51,1.307,1.810,0.640,0.205,0.224,0.286,0.286,1.350,0.406,1.355,1.109
52,1.044,2.071,0.285,0.290,0.248,0.286,0.286,1.036,1.026,1.107,1.109
53,1.167,1.126,0.438,0.243,0.196,0.286,0.286,1.597,0.366,2.188,1.109
54,1.270,2.463,0.200,0.279,0.144,0.286,0.286,1.518,0.263,0.688,1.109
55,1.405,1.400,0.433,0.291,0.258,0.286,0.286,1.497,0.752,1.179,1.109
56,1.720,1.056,0.488,0.301,0.169,0.286,0.286,0.299,0.301,1.423,1.109
57,1.321,2.092,0.292,0.256,0.181,0.286,0.286,1.180,0.445,1.913,1.109
58,1.213,0.770,0.397,0.246,0.256,0.286,0.286,0.305,0.399,1.232,1.109
59,1.816,1.175,0.473,0.295,0.208,0.286,0.286,1.210,0.231,1.299,1.109
60,0.869,1.504,0.381,0.231,0.165,0.286,0.286,0.703,0.474,1.497,1.109
61,1.233,1.594,0.502,0.253,0.322,0.286,0.286,0.188,0.650,1.719,1.109
62,1.283,1.295,0.509,0.181,0.202,0.286,0.286,0.241,0.443,1.652,1.109
63,0.853,0.703,0.433,0.332,0.276,0.286,0.286,0.187,0.242,1.788,1.109
64,1.319,0.993,0.363,0.184,0.205,0.286,0.286,0.222,0.338,1.385,1.109
65,1.517,0.637,0.454,0.199,0.242,0.286,0.286,1.277,0.408,0.864,1.109
66,1.057,0.779,0.429,0.174,0.234,0.286,0.286,1.125,0.382,1.789,1.109
67,1.249,2.075,0.461,0.307,0.193,0.286,0.286,0.176,0.250,1.624,1.109
68,1.083,1.739,0.487,0.274,0.196,0.286,0.286,1.167,0.430,1.559,1.109
69,0.527,1.725,0.292,0.315,0.186,0.286,0.286,1.022,0.317,1.531,1.109
70,0.968,0.727,0.316,0.211,0.177,0.286,0.286,0.224,0.370,1.775,1.109
71,0.623,1.753,0.504,0.270,0.140,0.286,0.286,0.314,0.503,0.839,1.109
72,0.585,1.207,0.513,0.375,0.206,0.286,0.286,1.491,0.569,1.343,1.109
73,1.429,1.461,0.391,0.308,0.208,0.286,0.286,1.329,0.589,1.351,1.109
74,1.335,1.478,0.433,0.221,0.192,0.286,0.286,0.381,0.559,1.310,1.109
75,0.870,1.570,0.498,0.175,0.302,0.286,0.286,0.885,0.290,1.842,1.109
76,1.186,1.681,0.383,0.204,0.269,0.286,0.286,0.848,0.276,1.628,1.109
77,0.723,1.123,0.330,0.277,0.162,0.286,0.286,1.074,0.302,1.365,1.109
78,1.295,1.596,0.373,0.279,0.144,0.286,0.286,1.206,0.476,1.574,1.109
79,0.859,1.001,0.440,0.267,0.162,0.286,0.286,0.634,0.190,2.002,1.109
80,0.932,1.622,0.384,0.196,0.214,0.286,0.286,0.710,0.335,1.928,1.109
81,1.648,1.350,0.331,0.224,0.268,0.286,0.286,1.375,0.948,1.616,1.109
82,1.139,1.631,0.708,0.349,0.239,0.286,0.286,1.613,0.829,1.637,1.109
83,1.419,1.363,0.360,0.323,0.209,0.286,0.286,0.249,0.172,1.448,1.109
84,1.229,1.106,0.570,0.328,0.257,0.286,0.286,0.367,0.322,0.945,1.109
85,1.610,0.668,0.343,0.418,0.242,0.286,0.286,0.308,0.441,1.249,1.109
86,1.472,1.242,0.411,0.222,0.182,0.286,0.286,0.741,0.215,1.692,1.109
87,1.262,0.893,0.351,0.307,0.200,0.286,0.286,0.213,0.560,0.648,1.109
88,1.245,2.285,0.512,0.236,0.200,0.286,0.286,0.235,0.390,0.821,1.109
89,0.483,1.824,0.592,0.380,0.217,0.286,0.286,1.776,0.597,1.167,1.109
90,1.481,1.109,0.379,0.267,0.146,0.286,0.286,0.250,0.285,1.532,1.109
91,1.615,0.399,0.506,0.346,0.180,0.286,0.286,1.630,0.550,1.727,1.109
92,1.218,1.511,0.458,0.302,0.269,0.286,0.286,0.181,0.244,1.665,1.109
93,1.315,0.902,0.260,0.297,0.221,0.286,0.286,1.005,0.306,1.529,1.109
94,1.577,0.712,0.352,0.317,0.143,0.286,0.286,0.264,0.316,1.849,1.109
95,1.673,0.839,0.432,0.315,0.275,0.286,0.286,0.945,0.483,1.287,1.109
96,1.536,1.608,0.397,0.184,0.316,0.286,0.286,1.317,0.461,0.669,1.109
97,1.572,1.344,0.349,0.214,0.241,0.286,0.286,1.286,0.909,1.233,1.109
98,1.145,2.280,0.526,0.362,0.244,0.286,0.286,1.119,0.262,1.357,1.109
99,1.444,1.595,0.260,0.320,0.253,0.286,0.286,1.116,0.370,1.717,1.109
100,1.657,0.796,0.326,0.282,0.164,0.286,0.286,0.133,0.327,1.843,1.109
101,1.960,1.363,0.484,0.254,0.259,0.286,0.286,0.903,0.930,0.570,1.109
102,1.427,1.862,0.558,0.380,0.309,0.286,0.286,0.739,0.470,1.529,1.109
103,1.386,2.215,0.379,0.168,0.225,0.286,0.286,1.016,0.235,1.637,1.109
104,1.019,1.370,0.416,0.294,0.242,0.286,0.286,1.298,0.249,1.413,1.109
105,1.050,2.151,0.347,0.302,0.200,0.286,0.286,0.218,0.288,1.500,1.109
106,1.296,0.402,0.397,0.188,0.141,0.286,0.286,1.664,0.294,1.432,1.109
107,0.906,2.128,0.562,0.324,0.198,0.286,0.286,1.013,0.470,1.403,1.109
108,1.320,1.325,0.410,0.211,0.169,0.286,0.286,0.707,0.543,1.687,1.109
109,1.342,1.908,0.391,0.267,0.219,0.286,0.286,0.479,0.318,1.422,1.109
110,1.305,1.833,0.380,0.352,0.254,0.286,0.286,0.149,0.269,0.977,1.109
111,1.434,1.209,0.338,0.358,0.240,0.286,0.286,0.508,0.281,1.405,1.109
112,1.219,1.364,0.430,0.199,0.119,0.286,0.286,0.765,0.664,1.036,1.109
113,1.056,2.136,0.406,0.158,0.200,0.286,0.286,0.337,0.348,2.057,1.109
114,1.139,1.663,0.419,0.282,0.189,0.286,0.286,0.707,0.480,0.753,1.109
115,1.655,2.075,0.554,0.192,0.202,0.286,0.286,0.227,0.343,1.441,1.109
116,1.215,1.733,0.298,0.232,0.175,0.286,0.286,1.333,0.345,0.771,1.109
117,1.032,1.840,0.465,0.248,0.230,0.286,0.286,0.940,0.392,1.156,1.109
118,1.616,1.999,0.439,0.265,0.139,0.286,0.286,0.992,0.346,1.466,1.109
119,1.391,0.588,0.394,0.281,0.259,0.286,0.286,1.011,0.321,1.629,1.109
120,0.930,1.317,0.423,0.417,0.274,0.286,0.286,0.950,0.272,1.645,1.109
121,1.086,1.987,0.361,0.201,0.206,0.286,0.286,0.237,0.304,1.745,1.109
122,1.283,2.332,0.369,0.359,0.235,0.286,0.286,1.336,0.605,1.879,1.109
123,1.208,0.332,0.488,0.202,0.299,0.286,0.286,0.889,0.510,1.781,1.109
124,1.291,2.080,0.433,0.281,0.157,0.286,0.286,0.894,0.356,1.254,1.109
125,1.293,1.151,0.464,0.328,0.173,0.286,0.286,1.100,0.372,1.741,1.109
126,1.270,1.603,0.441,0.266,0.184,0.286,0.286,0.818,0.253,1.074,1.109
127,0.689,0.505,0.610,0.253,0.247,0.286,0.286,0.200,0.859,1.805,1.109
128,1.218,1.899,0.260,0.314,0.194,0.286,0.286,0.222,0.598,1.175,1.109
129,1.117,1.079,0.388,0.263,0.272,0.286,0.286,0.243,0.253,1.380,1.109
130,1.304,1.781,0.596,0.243,0.231,0.286,0.286,0.795,0.363,0.521,1.109
131,1.824,1.835,0.256,0.211,0.190,0.286,0.286,1.311,0.430,1.503,1.109
132,1.377,2.291,0.306,0.317,0.243,0.286,0.286,1.477,0.225,1.144,1.109
133,1.216,1.811,0.572,0.167,0.129,0.286,0.286,1.255,0.346,1.439,1.109
134,1.273,0.811,0.296,0.263,0.208,0.286,0.286,1.645,0.400,2.144,1.109
135,1.357,1.269,0.712,0.326,0.317,0.286,0.286,0.748,0.680,1.634,1.109
136,1.598,1.407,0.403,0.230,0.269,0.286,0.286,1.564,0.522,1.644,1.109
137,1.234,1.743,0.295,0.227,0.197,0.286,0.286,0.221,0.267,1.428,1.109
138,1.186,1.717,0.238,0.251,0.224,0.286,0.286,1.857,0.327,1.695,1.109
139,1.469,1.938,0.448,0.275,0.260,0.286,0.286,0.240,0.342,2.122,1.109
140,0.645,1.434,0.498,0.222,0.278,0.286,0.286,1.238,0.436,1.424,1.109
141,1.379,1.546,0.361,0.240,0.206,0.286,0.286,0.936,0.480,1.088,1.109
142,0.844,1.461,0.414,0.178,0.230,0.286,0.286,0.195,0.393,1.353,1.109
143,1.174,1.461,0.450,0.287,0.198,0.286,0.286,1.338,0.442,1.618,1.109
144,1.413,2.226,0.538,0.212,0.312,0.286,0.286,1.931,0.625,1.070,1.109
145,1.273,2.066,0.339,0.284,0.289,0.286,0.286,0.282,0.508,1.745,1.109
146,0.642,1.100,0.314,0.224,0.226,0.286,0.286,0.686,0.277,1.103,1.109
147,1.253,0.686,0.417,0.261,0.295,0.286,0.286,0.131,0.527,1.511,1.109
148,1.254,1.718,0.278,0.190,0.242,0.286,0.286,0.285,0.396,1.730,1.109
149,0.884,1.045,0.401,0.283,0.322,0.286,0.286,0.235,0.529,1.786,1.109
150,1.273,2.119,0.354,0.233,0.285,0.286,0.286,0.962,0.376,1.702,1.109
151,1.019,0.716,0.474,0.322,0.214,0.286,0.286,1.386,0.234,1.994,1.109
152,1.256,1.016,0.442,0.347,0.255,0.286,0.286,1.141,0.380,1.549,1.109
153,2.021,0.846,0.389,0.282,0.302,0.286,0.286,0.880,0.510,2.042,1.109
154,1.184,0.661,0.461,0.276,0.296,0.286,0.286,1.287,0.317,1.198,1.109
155,0.998,0.863,0.300,0.336,0.202,0.286,0.286,1.546,0.237,1.898,1.109
156,1.026,0.775,0.264,0.393,0.231,0.286,0.286,0.675,0.238,1.768,1.109
157,0.833,0.469,0.374,0.194,0.259,0.286,0.286,1.012,0.386,0.516,1.109
158,1.504,1.457,0.506,0.322,0.211,0.286,0.286,0.169,0.566,0.930,1.109
159,1.328,1.457,0.445,0.285,0.140,0.286,0.286,1.453,0.817,1.505,1.109
160,0.767,0.892,0.335,0.238,0.131,0.286,0.286,1.205,0.583,1.322,1.109
161,0.928,2.439,0.332,0.292,0.195,0.286,0.286,0.330,0.212,1.287,1.109
162,0.745,1.511,0.384,0.330,0.159,0.286,0.286,0.324,0.448,1.321,1.109
163,1.379,1.287,0.279,0.260,0.238,0.286,0.286,1.263,0.448,1.778,1.109
164,1.490,1.787,0.585,0.163,0.246,0.286,0.286,1.052,0.502,1.292,1.109
165,1.399,2.010,0.349,0.306,0.157,0.286,0.286,0.770,0.268,1.585,1.109
166,1.520,1.830,0.611,0.228,0.218,0.286,0.286,1.400,0.508,1.938,1.109
167,0.562,1.774,0.654,0.191,0.300,0.286,0.286,0.187,0.314,1.040,1.109
