,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.034,0.032,0.038,0.032,0.038,,,0.054,0.026,0.014,,0.033
SVWP,0.035,0.033,0.038,0.034,0.037,,,0.047,0.026,0.014,,0.033
DCC_joint,0.028,0.022,0.028,0.028,0.026,,,0.020,0.025,0.012,,0.024
SW_cross_validated,0.035,0.030,0.039,0.035,0.035,,,0.032,0.029,0.022,,0.032
SW_15,0.026,0.033,0.032,0.031,0.034,,,0.028,0.033,0.027,,0.031
SW_30,0.024,0.032,0.033,0.032,0.031,,,0.026,0.028,0.026,,0.029
SW_60,0.025,0.030,0.032,0.031,0.029,,,0.023,0.025,0.024,,0.027
SW_120,0.039,0.039,0.038,0.028,0.019,,,0.017,0.023,0.027,,0.029
sFC,0.030,0.020,0.005,0.004,0.005,,,0.008,0.004,0.010,,0.011
