,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.029,0.032,0.033,0.028,0.032,,,0.026,0.027,0.016,,0.028
SVWP,0.028,0.033,0.031,0.028,0.031,,,0.022,0.024,0.016,,0.027
DCC_joint,0.018,0.019,0.020,0.019,0.018,,,0.014,0.016,0.010,,0.017
SW_cross_validated,0.019,0.026,0.030,0.031,0.032,,,0.024,0.029,0.023,,0.027
SW_15,0.015,0.027,0.024,0.023,0.026,,,0.019,0.027,0.019,,0.022
SW_30,0.015,0.025,0.024,0.022,0.024,,,0.018,0.021,0.019,,0.021
SW_60,0.018,0.025,0.022,0.022,0.021,,,0.017,0.020,0.020,,0.021
SW_120,0.024,0.033,0.025,0.021,0.015,,,0.017,0.022,0.023,,0.023
sFC,0.021,0.014,0.004,0.003,0.003,,,0.005,0.003,0.007,,0.008
