,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point,average
VWP,0.074,0.079,0.149,0.183,0.213,,,0.216,0.191,0.139,,0.155
SVWP,0.074,0.081,0.148,0.182,0.207,,,0.224,0.188,0.138,,0.155
DCC_joint,0.061,0.059,0.131,0.161,0.182,,,0.170,0.162,0.122,,0.131
SW_cross_validated,0.161,0.178,0.183,0.206,0.229,,,0.221,0.224,0.204,,0.201
SW_15,0.307,0.329,0.322,0.323,0.325,,,0.318,0.332,0.316,,0.322
SW_30,0.229,0.243,0.240,0.240,0.243,,,0.245,0.253,0.240,,0.242
SW_60,0.177,0.185,0.184,0.192,0.222,,,0.212,0.211,0.201,,0.198
SW_120,0.156,0.169,0.172,0.248,0.376,,,0.259,0.216,0.201,,0.225
sFC,0.031,0.020,0.402,0.402,0.403,,,0.221,0.463,0.116,,0.257
