,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.034,0.024,0.029,0.028,0.030,,,0.059,0.026,0.013,,0.030
SVWP,0.034,0.025,0.029,0.027,0.029,,,0.053,0.025,0.013,,0.029
DCC_joint,0.030,0.024,0.027,0.027,0.026,,,0.021,0.025,0.014,,0.024
SW_cross_validated,0.036,0.025,0.029,0.030,0.032,,,0.034,0.023,0.019,,0.029
SW_15,0.028,0.015,0.022,0.023,0.022,,,0.025,0.022,0.025,,0.023
SW_30,0.027,0.016,0.024,0.025,0.026,,,0.025,0.022,0.023,,0.024
SW_60,0.027,0.018,0.027,0.026,0.027,,,0.023,0.020,0.021,,0.024
SW_120,0.038,0.023,0.031,0.027,0.018,,,0.016,0.015,0.021,,0.023
sFC,0.030,0.020,0.005,0.004,0.005,,,0.008,0.004,0.010,,0.011
