,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,1.395,2.010,0.342,0.380,0.177,0.191,0.191,0.168,0.273,2.001,1.099
1,1.064,1.639,0.486,0.331,0.158,0.191,0.191,0.943,0.250,0.989,1.099
2,1.386,1.116,0.323,0.267,0.220,0.191,0.191,1.426,0.215,1.229,1.099
3,0.820,0.971,0.543,0.235,0.246,0.191,0.191,0.261,0.526,0.938,1.099
4,1.057,2.003,0.409,0.289,0.203,0.191,0.191,0.262,0.490,1.541,1.099
5,1.050,1.992,0.528,0.165,0.224,0.191,0.191,0.274,0.358,1.797,1.099
6,1.668,1.885,0.420,0.156,0.123,0.191,0.191,1.168,0.211,1.662,1.099
7,1.147,1.844,0.545,0.260,0.276,0.191,0.191,0.207,0.361,1.290,1.099
8,2.056,2.039,0.312,0.361,0.138,0.191,0.191,0.917,0.192,1.435,1.099
9,0.904,1.883,0.468,0.218,0.196,0.191,0.191,0.202,0.362,1.905,1.099
10,0.742,1.964,0.557,0.158,0.197,0.191,0.191,1.230,0.587,1.694,1.099
11,1.261,0.767,0.330,0.164,0.125,0.191,0.191,0.198,0.580,1.117,1.099
12,0.248,2.210,0.503,0.301,0.154,0.191,0.191,1.097,0.285,1.370,1.099
13,1.265,1.774,0.356,0.228,0.161,0.191,0.191,0.206,0.876,1.538,1.099
14,1.542,1.204,0.409,0.269,0.147,0.191,0.191,0.159,0.313,1.604,1.099
15,1.377,1.195,0.387,0.409,0.206,0.191,0.191,0.271,0.522,1.809,1.099
16,1.495,1.304,0.489,0.272,0.236,0.191,0.191,0.278,0.465,0.796,1.099
17,1.274,0.872,0.552,0.316,0.168,0.191,0.191,0.167,0.915,1.621,1.099
18,0.853,1.588,0.346,0.319,0.236,0.191,0.191,0.241,0.518,1.470,1.099
19,1.805,1.727,0.340,0.280,0.185,0.191,0.191,0.167,0.660,0.944,1.099
20,1.270,1.854,0.402,0.309,0.141,0.191,0.191,0.188,0.432,1.476,1.099
21,1.695,1.665,0.377,0.243,0.156,0.191,0.191,0.732,0.416,1.000,1.099
22,1.093,1.758,0.307,0.282,0.186,0.191,0.191,1.048,0.553,1.647,1.099
23,1.721,1.717,0.435,0.286,0.181,0.191,0.191,1.396,0.590,1.351,1.099
24,1.350,1.355,0.636,0.381,0.185,0.191,0.191,1.696,0.351,1.688,1.099
25,1.015,0.810,0.286,0.210,0.249,0.191,0.191,0.920,0.334,1.228,1.099
26,1.219,2.220,0.511,0.339,0.288,0.191,0.191,0.196,0.557,1.500,1.099
27,1.241,1.719,0.316,0.212,0.191,0.191,0.191,0.171,0.640,1.516,1.099
28,1.615,1.907,0.636,0.262,0.190,0.191,0.191,0.185,0.492,1.673,1.099
29,1.384,1.450,0.407,0.240,0.201,0.191,0.191,0.273,0.339,1.346,1.099
30,1.632,1.530,0.460,0.254,0.169,0.191,0.191,0.237,0.281,1.389,1.099
31,1.454,1.242,0.445,0.195,0.216,0.191,0.191,1.160,0.369,1.330,1.099
32,1.231,1.778,0.370,0.230,0.198,0.191,0.191,1.129,0.509,1.646,1.099
33,1.388,1.347,0.460,0.203,0.210,0.191,0.191,1.605,0.550,1.313,1.099
34,0.890,1.599,0.463,0.153,0.134,0.191,0.191,1.464,0.421,1.690,1.099
35,1.297,1.801,0.447,0.365,0.228,0.191,0.191,1.144,0.589,1.326,1.099
36,1.483,1.571,0.391,0.262,0.235,0.191,0.191,0.226,0.214,1.710,1.099
37,1.388,1.763,0.426,0.232,0.199,0.191,0.191,0.262,0.259,1.875,1.099
38,1.520,2.041,0.413,0.272,0.187,0.191,0.191,1.230,0.575,1.562,1.099
39,1.661,1.578,0.406,0.297,0.232,0.191,0.191,1.368,0.370,1.657,1.099
40,1.379,1.703,0.558,0.255,0.192,0.191,0.191,0.360,0.753,1.529,1.099
41,1.184,1.090,0.371,0.181,0.239,0.191,0.191,0.172,0.203,1.472,1.099
42,1.363,0.548,0.436,0.168,0.137,0.191,0.191,0.182,0.441,1.014,1.099
43,1.885,1.321,0.265,0.177,0.110,0.191,0.191,0.224,0.206,1.546,1.099
44,1.302,1.198,0.522,0.210,0.148,0.191,0.191,0.218,0.204,1.553,1.099
45,1.449,1.424,0.595,0.165,0.169,0.191,0.191,0.440,0.136,1.666,1.099
46,1.595,0.837,0.346,0.240,0.209,0.191,0.191,0.243,0.328,1.119,1.099
47,1.430,1.868,0.378,0.284,0.299,0.191,0.191,0.176,0.390,1.218,1.099
48,1.376,1.764,0.278,0.317,0.226,0.191,0.191,0.281,0.389,1.574,1.099
49,1.321,2.115,0.464,0.191,0.189,0.191,0.191,1.296,0.324,1.663,1.099
50,1.255,0.856,0.352,0.218,0.223,0.191,0.191,0.309,0.309,1.407,1.099
51,1.359,1.841,0.768,0.248,0.235,0.191,0.191,1.693,0.338,1.285,1.099
52,1.005,1.901,0.274,0.180,0.219,0.191,0.191,0.955,1.030,0.978,1.099
53,1.412,1.255,0.408,0.191,0.193,0.191,0.191,1.720,0.382,2.099,1.099
54,1.162,2.303,0.186,0.238,0.126,0.191,0.191,0.354,0.206,1.795,1.099
55,1.475,1.371,0.432,0.333,0.267,0.191,0.191,0.204,0.820,1.424,1.099
56,1.445,1.670,0.455,0.290,0.227,0.191,0.191,0.189,0.187,1.201,1.099
57,1.268,2.136,0.234,0.224,0.145,0.191,0.191,0.186,0.678,1.836,1.099
58,1.175,1.793,0.267,0.297,0.171,0.191,0.191,0.430,0.403,1.434,1.099
