,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,3.7777e-02,9.3345e-01,3.7447e-15,4.3877e-166,1.7970e-93,2.3601e-30,1.6957e-05,2.0979e-33
DCC_joint,,3.7777e-02,,2.5437e-02,8.2355e-23,2.2635e-179,1.8399e-107,9.9490e-42,1.6408e-10,1.0830e-25
DCC_bivariate_loop,,9.3345e-01,2.5437e-02,,9.8295e-16,3.7616e-173,2.4705e-98,4.1460e-32,1.2896e-05,2.8601e-36
SW_cross_validated,,3.7447e-15,8.2355e-23,9.8295e-16,,9.9307e-132,1.1095e-51,1.7928e-03,1.1695e-04,9.6285e-74
SW_15,,4.3877e-166,2.2635e-179,3.7616e-173,9.9307e-132,,2.6692e-83,4.6314e-147,3.4629e-150,4.1942e-245
SW_30,,1.7970e-93,1.8399e-107,2.4705e-98,1.1095e-51,2.6692e-83,,2.0725e-50,1.2336e-72,6.8006e-177
SW_60,,2.3601e-30,9.9490e-42,4.1460e-32,1.7928e-03,4.6314e-147,2.0725e-50,,1.9324e-13,8.9609e-109
SW_120,,1.6957e-05,1.6408e-10,1.2896e-05,1.1695e-04,3.4629e-150,1.2336e-72,1.9324e-13,,3.0227e-55
sFC,,2.0979e-33,1.0830e-25,2.8601e-36,9.6285e-74,4.1942e-245,6.8006e-177,8.9609e-109,3.0227e-55,
