,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.8532e-52,3.6239e-41,1.8704e-21,1.0568e-38,5.9217e-91,5.0422e-28,3.9146e-14,5.1112e-06
DCC_joint,,2.8532e-52,,6.7459e-04,9.8864e-02,3.3801e-02,2.4287e-34,2.3367e-149,7.0209e-117,1.4523e-129
DCC_bivariate_loop,,3.6239e-41,6.7459e-04,,8.3468e-01,4.0615e-01,3.6633e-46,7.4364e-136,1.9314e-103,1.3395e-112
SW_cross_validated,,1.8704e-21,9.8864e-02,8.3468e-01,,7.6409e-01,2.3579e-20,1.6119e-61,2.5414e-48,1.1924e-40
SW_15,,1.0568e-38,3.3801e-02,4.0615e-01,7.6409e-01,,3.1316e-36,2.5866e-117,3.2156e-91,6.6553e-92
SW_30,,5.9217e-91,2.4287e-34,3.6633e-46,2.3579e-20,3.1316e-36,,4.7076e-170,6.4651e-146,5.8816e-155
SW_60,,5.0422e-28,2.3367e-149,7.4364e-136,1.6119e-61,2.5866e-117,4.7076e-170,,4.3970e-06,4.4250e-36
SW_120,,3.9146e-14,7.0209e-117,1.9314e-103,2.5414e-48,3.2156e-91,6.4651e-146,4.3970e-06,,1.7932e-09
sFC,,5.1112e-06,1.4523e-129,1.3395e-112,1.1924e-40,6.6553e-92,5.8816e-155,4.4250e-36,1.7932e-09,
