,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.82,1.12,2.59,7.67,4.88,3.34,2.38,0.83
DCC_joint,,0.82,,0.39,2.16,8.53,5.01,3.09,1.92,0.04
DCC_bivariate_loop,,1.12,0.39,,1.66,7.52,4.26,2.47,1.51,0.34
SW_cross_validated,,2.59,2.16,1.66,,5.77,2.49,0.66,0.03,2.04
SW_15,,7.67,8.53,7.52,5.77,,3.63,5.77,4.93,8.06
SW_30,,4.88,5.01,4.26,2.49,3.63,,2.06,2.12,4.73
SW_60,,3.34,3.09,2.47,0.66,5.77,2.06,,0.53,2.90
SW_120,,2.38,1.92,1.51,0.03,4.93,2.12,0.53,,1.83
sFC,,0.83,0.04,0.34,2.04,8.06,4.73,2.90,1.83,
