,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-2.08,0.08,8.18,47.50,27.36,12.47,4.35,-13.24
DCC_joint,,-2.08,,2.24,10.47,51.94,30.82,15.26,6.56,-11.25
DCC_bivariate_loop,,0.08,2.24,,8.37,49.83,28.54,12.91,4.42,-13.95
SW_cross_validated,,8.18,10.47,8.37,,37.23,17.60,3.14,-3.89,-22.69
SW_15,,47.50,51.94,49.83,37.23,,-24.93,-41.62,-42.55,-78.89
SW_30,,27.36,30.82,28.54,17.60,-24.93,,-17.30,-22.43,-51.09
SW_60,,12.47,15.26,12.91,3.14,-41.62,-17.30,,-7.62,-31.15
SW_120,,4.35,6.56,4.42,-3.89,-42.55,-22.43,-7.62,,-18.42
sFC,,-13.24,-11.25,-13.95,-22.69,-78.89,-51.09,-31.15,-18.42,
