,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.21,0.01,0.82,4.75,2.73,1.25,0.44,1.32
DCC_joint,,0.21,,0.22,1.05,5.19,3.08,1.53,0.66,1.13
DCC_bivariate_loop,,0.01,0.22,,0.84,4.98,2.85,1.29,0.44,1.39
SW_cross_validated,,0.82,1.05,0.84,,3.72,1.76,0.31,0.39,2.27
SW_15,,4.75,5.19,4.98,3.72,,2.49,4.16,4.26,7.89
SW_30,,2.73,3.08,2.85,1.76,2.49,,1.73,2.24,5.11
SW_60,,1.25,1.53,1.29,0.31,4.16,1.73,,0.76,3.11
SW_120,,0.44,0.66,0.44,0.39,4.26,2.24,0.76,,1.84
sFC,,1.32,1.13,1.39,2.27,7.89,5.11,3.11,1.84,
