,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0000,0.0000,1.,0.0000,0.3422,0.0058,0.0000,0.
DCC_joint,nan,-22.1298,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.
DCC_bivariate_loop,nan,-23.2404,-1.996,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.
SW_cross_validated,nan,0.2656,24.1215,25.1884,-,0.0000,0.4531,0.0057,0.0000,0.
SW_15,nan,-15.7608,6.9525,8.6679,-17.2386,-,0.0000,0.0000,0.0000,0.
SW_30,nan,2.606,27.1558,28.1157,2.5067,20.1215,-,1.,0.0000,0.
SW_60,nan,3.8085,30.1833,31.0118,3.8124,22.6344,1.1748,-,0.0000,0.
SW_120,nan,-7.874,13.3224,14.6952,-8.6191,7.0696,-11.0583,-12.6864,-,0.
sFC,nan,-156.3085,-156.7878,-144.2288,-175.7849,-162.9428,-184.1766,-207.8517,-144.232,-
