,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.70,0.79,0.42,0.47,0.88,2.83,4.92,4.04
DCC_joint,,0.70,,0.20,1.85,2.35,3.25,5.02,10.46,9.06
DCC_bivariate_loop,,0.79,0.20,,1.99,2.53,3.43,4.78,10.18,8.74
SW_cross_validated,,0.42,1.85,1.99,,0.03,0.68,5.48,9.13,7.90
SW_15,,0.47,2.35,2.53,0.03,,0.80,7.21,12.22,11.02
SW_30,,0.88,3.25,3.43,0.68,0.80,,8.32,13.49,12.41
SW_60,,2.83,5.02,4.78,5.48,7.21,8.32,,6.28,4.06
SW_120,,4.92,10.46,10.18,9.13,12.22,13.49,6.28,,3.94
sFC,,4.04,9.06,8.74,7.90,11.02,12.41,4.06,3.94,
