,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.77,1.51,1.01,1.45,2.68,1.19,0.78,0.46
DCC_joint,,1.77,,0.34,0.17,0.21,1.35,4.23,3.32,3.66
DCC_bivariate_loop,,1.51,0.34,,0.02,0.08,1.63,3.84,2.98,3.21
SW_cross_validated,,1.01,0.17,0.02,,0.03,0.98,1.99,1.68,1.50
SW_15,,1.45,0.21,0.08,0.03,,1.39,3.34,2.68,2.70
SW_30,,2.68,1.35,1.63,0.98,1.39,,4.88,4.13,4.40
SW_60,,1.19,4.23,3.84,1.99,3.34,4.88,,0.47,1.39
SW_120,,0.78,3.32,2.98,1.68,2.68,4.13,0.47,,0.62
sFC,,0.46,3.66,3.21,1.50,2.70,4.40,1.39,0.62,
