,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.65,0.36,0.70,3.65,1.74,1.42,0.97,0.61
DCC_joint,,0.65,,0.32,1.43,4.65,2.55,2.27,1.66,0.07
DCC_bivariate_loop,,0.36,0.32,,1.12,4.28,2.23,1.92,1.38,0.26
SW_cross_validated,,0.70,1.43,1.12,,2.92,1.05,0.68,0.31,1.40
SW_15,,3.65,4.65,4.28,2.92,,1.82,2.34,2.47,4.66
SW_30,,1.74,2.55,2.23,1.05,1.82,,0.41,0.69,2.53
SW_60,,1.42,2.27,1.92,0.68,2.34,0.41,,0.33,2.25
SW_120,,0.97,1.66,1.38,0.31,2.47,0.69,0.33,,1.63
sFC,,0.61,0.07,0.26,1.40,4.66,2.53,2.25,1.63,
