,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,22.13,23.25,-0.27,15.76,-2.61,-3.81,7.87,156.36
DCC_joint,,22.13,,2.00,-24.12,-6.95,-27.16,-30.18,-13.32,156.79
DCC_bivariate_loop,,23.25,2.00,,-25.19,-8.67,-28.12,-31.01,-14.70,144.23
SW_cross_validated,,-0.27,-24.12,-25.19,,17.24,-2.51,-3.81,8.62,175.78
SW_15,,15.76,-6.95,-8.67,17.24,,-20.12,-22.63,-7.07,162.94
SW_30,,-2.61,-27.16,-28.12,-2.51,-20.12,,-1.17,11.06,184.18
SW_60,,-3.81,-30.18,-31.01,-3.81,-22.63,-1.17,,12.69,207.85
SW_120,,7.87,-13.32,-14.70,8.62,-7.07,11.06,12.69,,144.23
sFC,,156.36,156.79,144.23,175.78,162.94,184.18,207.85,144.23,
