,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-6.53,-3.61,7.05,36.53,17.48,14.23,9.74,-6.06
DCC_joint,,-6.53,,3.18,14.29,46.47,25.50,22.68,16.61,0.71
DCC_bivariate_loop,,-3.61,3.18,,11.22,42.80,22.30,19.25,13.76,-2.58
SW_cross_validated,,7.05,14.29,11.22,,29.25,10.49,6.84,3.08,-13.95
SW_15,,36.53,46.47,42.80,29.25,,-18.24,-23.36,-24.67,-46.60
SW_30,,17.48,25.50,22.30,10.49,-18.24,,-4.14,-6.90,-25.33
SW_60,,14.23,22.68,19.25,6.84,-23.36,-4.14,,-3.25,-22.49
SW_120,,9.74,16.61,13.76,3.08,-24.67,-6.90,-3.25,,-16.32
sFC,,-6.06,0.71,-2.58,-13.95,-46.60,-25.33,-22.49,-16.32,
