,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.3933e-71,3.9692e-76,7.9022e-01,7.6089e-44,9.4732e-03,1.6089e-04,3.2754e-14,0.0000e+00
DCC_joint,,2.3933e-71,,4.6619e-02,7.0840e-80,1.4780e-11,1.2424e-92,6.0781e-105,9.6493e-34,0.0000e+00
DCC_bivariate_loop,,3.9692e-76,4.6619e-02,,2.1041e-84,1.1245e-16,1.3870e-96,3.1347e-108,2.3170e-39,0.0000e+00
SW_cross_validated,,7.9022e-01,7.0840e-80,2.1041e-84,,3.8488e-50,1.2585e-02,1.5941e-04,1.6109e-16,0.0000e+00
SW_15,,7.6089e-44,1.4780e-11,1.1245e-16,3.8488e-50,,1.2620e-62,1.6718e-73,7.0185e-12,0.0000e+00
SW_30,,9.4732e-03,1.2424e-92,1.3870e-96,1.2585e-02,1.2620e-62,,2.4076e-01,5.7172e-25,0.0000e+00
SW_60,,1.6089e-04,6.0781e-105,3.1347e-108,1.5941e-04,1.6718e-73,2.4076e-01,,3.3083e-31,0.0000e+00
SW_120,,3.2754e-14,9.6493e-34,2.3170e-39,1.6109e-16,7.0185e-12,5.7172e-25,3.3083e-31,,0.0000e+00
sFC,,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,
