,0,1,2,3
100206,1.100309303259594,1.1021139396140878,1.0625800515770725,1.1187895039322937
100610,1.103951267627018,1.0759045642919547,1.0858006161055545,1.087305154856293
101006,1.0815716068532355,1.076283540809191,1.1167363711245204,1.1213725968772597
101107,1.064388118352741,1.0755604065907178,1.134423809250239,1.0936180888356608
101309,1.0861217533374607,1.044914779183408,1.0575505303957657,1.1090707200974397
101915,1.0656844669090741,1.0518008494304807,1.079991600922098,1.07188879765406
102008,1.1226080973447767,1.065757002173859,1.0640832505560547,1.109383582665551
102109,1.0479315310176747,1.0225116136912957,1.0479989882983891,1.0763659414707303
102311,1.037532821467486,1.046246491409317,1.0501666446328743,1.0550804734193564
102513,1.0772636767380934,1.083927686144217,1.1331082366434537,1.1401067514558094
102614,1.1131372386918357,1.119181746821626,1.163960998050221,1.1033637614664806
102715,1.1174423050248703,1.0793444878822152,1.1277864271479336,1.1597731855548385
103010,1.0301103141227423,1.0693816063874855,1.1418257720391665,1.0933664711707132
103111,1.1072202058762934,1.0416690243426459,1.086078642334311,1.1484036354176146
103212,1.062509559039744,1.030574961257672,1.0829356417363647,1.1010998464903792
104012,1.0823189126572628,1.086297533619178,1.107660098291408,1.0997218373695044
104416,1.0429659902779074,1.0070162036142274,1.0609642691715766,1.0850716997983314
104820,1.0588431751387688,1.1261019913978014,1.0953508681805266,1.0366899894285593
105014,1.063984012985669,1.0669179284758084,1.0401756250669631,1.118372806898838
105620,1.127910914281385,1.0680466910899207,1.0972222708056811,1.0856039821480548
105923,1.0780809440340458,1.105396761512247,1.0946150710128493,1.0024587667820897
106016,1.0484845301291532,1.055339293724835,1.0953275523747075,1.144572327218518
106521,1.1128013022640277,1.0898120899266535,1.1087420376196957,1.08275165919313
106824,1.1119080192641386,1.0903509538105642,1.0565367340902279,1.070816675915264
107018,1.0788269620325646,1.1146515393974838,1.0067591708919652,1.1346434401384986
107321,1.0675113624715236,1.0775500458727,1.112604372778979,1.0699978266326928
107422,1.0926714232680839,1.1044649553320551,1.1260213049800332,1.0670474962048626
107725,1.1041007673154226,1.085210441794642,1.1195182925580602,1.0836553020511321
108020,1.0721239305348498,1.1025821401835727,1.0491020402804536,1.094993031634802
108121,1.0761014402243825,1.0507529914626883,1.1233991839170778,1.0892757899711412
108222,1.0868936699382696,1.0712700516109128,1.0521368393046762,1.0979349157542493
108323,1.073629356186967,1.0916915044284141,1.0525180027834216,1.073121405353726
108525,1.0895100663394683,1.0783241696346224,1.0512439847018535,1.1030137471571937
108828,1.0257986606034326,1.1032313087243268,1.0893951903078696,1.078882487303726
109123,1.1125686680713054,1.0741432823753647,1.1166054756469996,1.0976725015720794
109325,1.0886048951896858,1.1171775018402172,1.1055059644863705,1.1060507241869708
109830,1.0731135582641582,1.1054246781564208,1.0860230246076656,1.1496628418909136
110007,1.0971449149288597,1.1017792239952098,1.1086838528454288,1.083388492683669
110613,1.0605560814796617,1.0037302370505454,1.0527467132924309,1.0906001711556383
111211,1.0958146437191623,1.0934416166028256,1.1011164194963041,1.0926519969658233
111413,1.0668324759237762,1.0991795552409678,1.074291017257606,1.111357439599798
111716,1.0862610410350766,1.0949321691142686,1.139090461319727,1.0404641433134798
112112,1.0475975478993274,1.0605913973427934,1.0273372049508263,1.0859345501262183
112314,1.1350231772074042,1.0871446397128124,1.0298074771288943,1.0166218966467533
112516,1.0928628598494614,1.1436441773104948,1.131983054981173,1.1112296994851798
112920,1.0531264710246284,1.0334947972245399,1.1132009213285743,1.0597577970548624
113316,1.1415007513338966,1.0744660862425988,1.0763889802424196,1.1104775173637231
113922,1.0718615451596871,1.0994885513207975,1.090629556409084,1.095262301375788
114217,1.038306119676807,1.0567259908125726,1.1108927955742098,1.1048000758337824
114318,1.0632906184683053,1.1180903476187856,1.0686731573315482,1.069481254079888
114419,1.0709390889675234,1.059242727447896,1.0539866442241472,1.0741281561149352
114621,1.0516036050067814,1.0747711096230594,1.0437954271795675,1.082087137585807
114823,1.079913408310598,1.0960921604301457,1.1293002086883615,1.1034141263544688
115017,1.0541904695401279,1.0685174618744595,1.079067499651163,1.0637989806177979
115219,1.0942763948991663,1.0106886535781412,1.0701371891353568,1.0632777557597612
115724,1.0960914786589016,1.1327747526735317,1.1359125085108372,1.088435925517914
115825,1.04150552068059,1.0721827118100569,1.057631337513951,1.0535358178124912
116524,1.0671612384651048,1.0602910482630927,1.1016778892183081,1.0247718390172287
116726,1.083477634298819,1.0932545999438044,1.1021022819771948,1.0828955667991358
117021,1.090791429339047,1.1244979998904807,1.069024987335024,1.126348861177054
117930,1.0943324544621906,1.1414338498497498,1.0888252304317052,1.0998255152885732
118023,1.0611888597173436,1.0704506827017393,1.0296578474868217,1.0704093058305912
118124,1.09119258607591,1.11692538678812,1.1173137314295847,1.1184285653746535
118225,1.1818761848218544,1.1115223769639075,1.1105259888625245,1.1101042092026556
118528,1.047762547752042,1.039602429197687,1.0471916793849119,1.0910674404801952
118831,1.0731688810202349,1.1021053821009101,1.0202407601201573,1.052284769240496
119025,1.1139332293311295,1.0994270665887123,1.1277823461431922,1.0990963238863531
119126,1.1060390958112962,1.0647080839645882,1.0845116051901413,1.1060577149566257
120414,1.0283833691433772,1.1103759878867634,1.0663859365345063,1.027102030138176
120515,1.1165839642543987,1.0984738559753922,1.0712449192392342,1.142735702467358
120717,1.0452895348807083,1.0804727996556767,1.1237535180117297,1.1082660576081376
121416,1.0205805025773111,1.0794158855099862,1.0937749261661704,1.0983452432844834
121618,1.0984609861538892,1.1091515353993517,1.0965189639644553,1.0764317014268512
121921,1.0923853760034792,1.0476767972027643,1.1104082642815927,1.117898358692331
122317,1.0389378881458424,1.0313179834857764,1.0745584394972043,1.0957267085356928
122620,1.058070907539683,1.1200340414718069,1.0595029681749453,1.0873655110185911
122822,1.0758191471023997,1.1025577427115831,1.1106271268448864,1.1299375608072102
123420,1.1076436732508061,1.104347871235782,1.1065060653099978,1.0557158807436882
123521,1.0366555084086393,1.0771287473793425,1.1129670443022093,1.1153453790041623
123723,1.0737357250891422,1.0975314365588713,1.1206451970844973,1.0574933744197872
123824,1.0317936669096999,1.0280445045132296,1.1708266535579475,1.0354924230444777
