,null,constant,periodic_1,periodic_2,periodic_3,stepwise,state_transition
0,45,45,27,23,21,25,49
1,35,39,27,25,25,21,31
2,49,43,25,31,23,41,49
3,45,49,27,25,21,35,49
4,29,35,33,21,23,25,39
5,33,47,45,21,25,31,35
6,49,39,25,39,23,39,31
7,31,49,31,23,21,37,43
8,35,35,21,25,23,23,49
9,49,41,31,21,23,37,29
10,41,49,33,23,21,23,23
11,49,49,41,33,27,21,41
12,45,27,29,23,43,21,31
13,33,23,21,21,21,23,43
14,31,49,27,21,23,49,29
15,31,49,25,21,21,21,43
16,41,27,41,23,21,29,49
17,49,25,35,25,21,49,45
18,37,31,21,23,23,41,47
19,49,33,25,21,23,23,29
20,47,49,29,21,21,21,47
21,47,29,21,27,21,37,49
22,49,37,33,21,21,35,45
23,49,33,25,21,21,29,39
24,45,47,23,23,21,21,49
25,49,47,21,27,23,25,41
26,23,49,21,21,21,21,45
27,29,33,39,23,21,21,23
28,49,47,37,21,21,45,49
29,37,49,21,25,21,49,47
30,35,41,29,21,21,49,37
31,45,37,25,23,49,29,49
32,41,49,21,21,21,21,41
33,41,47,21,21,21,23,37
34,47,39,23,21,21,49,49
35,21,45,21,25,39,23,49
36,49,45,37,25,21,31,47
37,47,31,25,21,21,37,41
38,27,49,23,21,21,29,45
39,41,41,23,25,21,33,31
40,39,49,33,21,23,43,49
41,41,23,23,29,21,27,29
42,37,45,49,25,21,25,39
43,49,29,21,25,21,35,49
44,41,33,27,23,21,43,49
45,49,41,23,21,25,43,47
46,23,49,23,25,21,27,49
47,41,43,21,21,23,31,37
48,49,49,35,25,21,31,49
49,41,47,21,25,21,23,49
50,49,45,37,31,21,27,47
51,41,41,25,25,21,31,49
52,27,45,27,21,21,47,49
53,45,43,27,23,21,21,49
54,35,45,27,21,21,41,35
55,49,27,23,21,21,39,35
56,47,25,37,23,23,25,37
57,49,29,23,21,23,37,23
58,29,49,25,21,21,49,49
59,43,39,31,23,23,29,49
60,47,41,21,27,23,21,25
61,47,33,25,25,23,33,41
62,49,43,21,21,21,49,47
63,43,47,31,35,21,39,49
64,33,47,29,23,23,39,41
65,49,47,27,27,21,25,39
66,49,23,41,21,21,31,49
67,35,41,33,25,23,21,31
68,49,23,21,21,25,37,23
69,43,47,23,21,21,49,49
70,37,37,29,21,21,21,47
71,49,45,27,27,21,29,49
72,29,43,21,23,21,49,49
73,39,47,21,23,21,23,49
74,49,49,31,21,23,23,39
75,47,37,35,25,29,23,47
76,45,39,31,21,21,25,37
77,49,31,43,25,21,39,47
78,49,49,27,21,21,25,43
79,45,49,27,23,21,21,41
80,35,49,23,27,21,49,49
81,33,49,21,27,21,21,49
82,49,49,31,27,23,49,49
83,49,49,23,23,21,29,45
84,37,49,39,21,21,25,33
85,35,43,35,23,21,21,25
86,45,47,33,21,21,23,49
87,49,49,23,25,21,25,39
88,39,49,25,21,23,25,45
89,43,43,41,23,23,27,47
90,49,43,47,21,21,27,31
91,45,47,27,27,21,37,49
92,49,41,31,21,21,27,37
93,41,49,25,23,25,47,43
94,31,49,21,23,21,37,47
95,49,45,33,21,21,25,45
96,41,49,27,23,29,31,49
97,35,49,29,21,29,49,49
98,49,49,23,25,21,31,33
99,47,47,27,21,25,25,47
100,41,43,21,21,25,21,43
101,31,45,29,23,25,35,49
102,43,49,23,21,21,23,23
103,35,41,29,21,21,27,43
104,49,43,21,21,25,49,49
105,47,49,27,21,21,21,49
106,25,33,27,25,23,25,43
107,49,41,23,21,21,21,47
108,49,43,21,21,21,41,49
109,35,23,31,25,21,31,45
110,49,21,25,27,21,23,21
111,47,47,23,21,21,23,47
112,49,49,35,21,21,33,21
113,49,33,21,23,21,49,49
114,39,37,23,23,23,27,39
115,29,33,25,21,21,35,21
116,21,31,25,21,21,49,21
117,45,27,47,21,21,39,45
118,45,33,31,29,21,21,45
119,43,45,25,27,21,43,49
120,49,47,25,21,21,49,49
121,43,33,29,21,23,39,35
122,37,47,21,23,31,29,33
123,41,29,21,23,21,41,39
124,49,39,27,27,21,47,49
125,47,49,31,21,21,25,21
126,41,35,23,31,21,35,45
127,23,45,25,23,21,41,33
128,49,43,25,21,21,23,47
129,39,47,27,33,23,21,39
130,47,41,27,25,21,37,41
131,47,33,35,25,21,21,49
132,29,49,23,21,21,39,43
133,37,39,33,21,21,47,27
134,21,41,39,25,21,23,31
135,47,29,21,27,21,35,47
136,39,39,37,21,21,47,47
137,49,47,23,21,21,39,49
138,45,33,35,25,21,35,49
139,49,49,27,21,21,27,49
140,49,49,35,23,21,25,37
141,35,33,27,25,21,21,47
142,47,45,33,21,21,43,37
143,49,31,41,27,21,47,43
144,27,37,39,27,21,45,45
145,29,45,27,23,21,25,21
146,49,39,23,23,21,49,33
147,33,49,23,23,23,35,43
148,33,23,29,31,23,49,47
149,31,39,21,21,23,23,37
150,21,29,25,23,23,45,49
151,47,49,41,25,21,29,31
152,25,35,23,27,27,27,37
153,25,35,25,21,21,21,43
154,49,39,23,21,23,43,41
155,49,47,25,27,21,49,43
156,39,47,31,23,23,35,47
157,49,49,25,21,21,49,45
158,35,49,29,23,21,23,49
159,43,43,25,21,21,21,39
160,25,37,25,25,21,27,33
161,31,43,27,25,21,35,31
162,49,47,23,21,21,45,43
163,47,49,31,21,25,35,49
164,41,45,23,27,21,21,43
165,43,29,23,23,21,35,37
166,47,47,21,21,21,31,49
167,49,41,25,21,21,25,45
168,23,47,39,29,21,23,43
169,43,41,35,21,21,21,49
170,49,47,33,21,25,23,47
171,35,49,27,21,21,47,45
172,47,31,37,27,21,23,49
173,31,41,27,23,21,21,47
174,49,35,21,21,23,41,49
175,45,37,29,25,21,35,43
176,43,49,33,21,21,29,39
177,49,49,25,27,21,49,45
178,21,37,27,23,21,21,31
179,25,49,29,21,21,29,49
180,37,49,25,27,21,39,47
181,45,49,21,21,25,45,47
182,37,47,33,21,23,21,27
183,47,49,25,27,25,21,43
184,49,41,25,27,23,47,39
185,41,49,23,21,23,25,47
186,49,21,37,29,21,33,37
187,39,49,43,21,21,31,23
188,29,49,37,27,21,23,41
189,45,35,27,21,21,39,47
190,31,37,25,21,21,25,45
191,49,49,25,21,21,39,23
192,49,49,29,23,21,43,41
193,37,21,27,21,23,49,33
194,49,49,23,25,21,33,47
195,33,41,37,27,21,43,49
196,49,49,23,21,23,31,45
197,29,37,23,25,21,27,49
198,45,45,21,21,25,33,23
199,43,43,31,21,21,41,49
