,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.
DCC_joint,nan,-22.2216,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.
DCC_bivariate_loop,nan,-21.7293,0.7796,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.
SW_cross_validated,nan,-11.4883,8.9495,8.3459,-,0.0000,0.1081,0.0651,0.0000,0.
SW_15,nan,-33.0968,-13.0798,-13.937,-20.1815,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-15.7871,6.6125,5.9214,-2.9859,19.0693,-,0.0000,0.0000,0.
SW_60,nan,-9.4072,13.5823,12.9706,3.1414,25.6,6.8373,-,0.0000,0.
SW_120,nan,-44.9504,-24.2741,-25.3564,-30.4468,-9.3306,-30.5968,-37.76,-,0.0000
sFC,nan,-162.903,-152.0252,-156.7748,-133.9186,-115.208,-157.2398,-168.7101,-119.7999,-
