,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-5.34,-4.78,34.10,57.04,39.61,30.82,33.23,-14.73
DCC_joint,,-5.34,,0.58,42.28,63.98,46.17,37.95,41.66,-9.95
DCC_bivariate_loop,,-4.78,0.58,,41.52,63.36,45.56,37.28,40.86,-10.53
SW_cross_validated,,34.10,42.28,41.52,,29.55,10.86,-1.10,-1.64,-57.08
SW_15,,57.04,63.98,63.36,29.55,,-17.19,-29.28,-31.28,-75.11
SW_30,,39.61,46.17,45.56,10.86,-17.19,,-11.32,-12.41,-56.86
SW_60,,30.82,37.95,37.28,-1.10,-29.28,-11.32,,-0.42,-50.24
SW_120,,33.23,41.66,40.86,-1.64,-31.28,-12.41,-0.42,,-57.18
sFC,,-14.73,-9.95,-10.53,-57.08,-75.11,-56.86,-50.24,-57.18,
