,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.17,0.40,1.65,0.15,0.57,2.69,23.92
DCC_bivariate_loop,,,0.17,,0.25,1.51,0.00,0.40,2.54,23.67
SW_cross_validated,,,0.40,0.25,,1.12,0.23,0.09,2.03,17.27
SW_15,,,1.65,1.51,1.12,,1.36,1.16,0.87,14.80
SW_30,,,0.15,0.00,0.23,1.36,,0.35,2.28,18.17
SW_60,,,0.57,0.40,0.09,1.16,0.35,,2.17,22.20
SW_120,,,2.69,2.54,2.03,0.87,2.28,2.17,,13.92
sFC,,,23.92,23.67,17.27,14.80,18.17,22.20,13.92,
