,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point
0,99,53,31,27,27,23,21,21,25,77,99
1,83,93,23,21,21,25,21,37,31,83,63
2,85,87,33,27,21,23,21,27,23,77,49
3,77,95,31,27,21,21,21,27,21,97,39
4,99,85,21,23,27,21,21,27,21,99,99
5,89,97,39,25,31,21,21,27,21,43,43
6,69,39,27,29,21,21,21,21,21,97,35
7,93,95,21,25,23,21,21,27,31,75,55
8,67,91,29,23,23,23,21,37,23,97,49
9,45,51,33,29,23,21,21,33,21,47,95
