,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.60,0.92,2.06,5.07,2.73,1.99,4.75,4.00
DCC_joint,,2.60,,5.09,1.44,5.28,0.67,1.41,6.76,5.85
DCC_bivariate_loop,,0.92,5.09,,3.04,7.81,3.93,2.68,10.58,10.64
SW_cross_validated,,2.06,1.44,3.04,,5.80,1.58,0.11,7.07,6.05
SW_15,,5.07,5.28,7.81,5.80,,3.95,5.67,1.46,3.11
SW_30,,2.73,0.67,3.93,1.58,3.95,,1.59,3.74,2.28
SW_60,,1.99,1.41,2.68,0.11,5.67,1.59,,6.58,5.43
SW_120,,4.75,6.76,10.58,7.07,1.46,3.74,6.58,,3.05
sFC,,4.00,5.85,10.64,6.05,3.11,2.28,5.43,3.05,
