,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.6704e-12,1.0061e-05,4.8355e-05,2.7961e-12,1.1375e-06,3.6638e-04,1.3053e-06,2.8209e-24
DCC_joint,,4.6704e-12,,1.0211e-10,3.7660e-09,7.8750e-02,1.2397e-08,5.4503e-11,2.1084e-10,4.4584e-16
DCC_bivariate_loop,,1.0061e-05,1.0211e-10,,3.2114e-01,7.4890e-11,1.0660e-02,1.2588e-01,2.2759e-01,1.2644e-26
SW_cross_validated,,4.8355e-05,3.7660e-09,3.2114e-01,,9.3357e-09,1.9513e-01,5.4115e-02,8.1443e-01,3.4099e-21
SW_15,,2.7961e-12,7.8750e-02,7.4890e-11,9.3357e-09,,3.7451e-08,4.0289e-11,1.7644e-10,1.4735e-18
SW_30,,1.1375e-06,1.2397e-08,1.0660e-02,1.9513e-01,3.7451e-08,,1.1206e-03,5.8583e-02,1.1532e-21
SW_60,,3.6638e-04,5.4503e-11,1.2588e-01,5.4115e-02,4.0289e-11,1.1206e-03,,1.3072e-02,2.1192e-25
SW_120,,1.3053e-06,2.1084e-10,2.2759e-01,8.1443e-01,1.7644e-10,5.8583e-02,1.3072e-02,,9.4838e-27
sFC,,2.8209e-24,4.4584e-16,1.2644e-26,3.4099e-21,1.4735e-18,1.1532e-21,2.1192e-25,9.4838e-27,
