,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,8.1464e-11,6.9640e-05,6.8361e-07,5.4399e-13,5.8170e-09,6.7018e-06,7.5458e-06,8.8834e-19
DCC_joint,,8.1464e-11,,5.0827e-09,2.2442e-04,3.3902e-05,7.3561e-03,4.1791e-07,2.8113e-07,1.1421e-17
DCC_bivariate_loop,,6.9640e-05,5.0827e-09,,2.2103e-03,3.0649e-12,3.5821e-06,1.0140e-01,1.2344e-01,2.7582e-20
SW_cross_validated,,6.8361e-07,2.2442e-04,2.2103e-03,,5.0062e-08,6.9350e-02,6.7348e-02,5.3412e-02,2.9335e-16
SW_15,,5.4399e-13,3.3902e-05,3.0649e-12,5.0062e-08,,1.8728e-07,1.5239e-10,1.0472e-10,1.1626e-16
SW_30,,5.8170e-09,7.3561e-03,3.5821e-06,6.9350e-02,1.8728e-07,,3.1993e-04,2.2162e-04,1.6766e-17
SW_60,,6.7018e-06,4.1791e-07,1.0140e-01,6.7348e-02,1.5239e-10,3.1993e-04,,9.0592e-01,1.4102e-18
SW_120,,7.5458e-06,2.8113e-07,1.2344e-01,5.3412e-02,1.0472e-10,2.2162e-04,9.0592e-01,,9.3274e-19
sFC,,8.8834e-19,1.1421e-17,2.7582e-20,2.9335e-16,1.1626e-16,1.6766e-17,1.4102e-18,9.3274e-19,
