,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.9347,0.0009,0.4592,0.6437,0.0925,0.3585,0.4626,0.3793
SVWP,0.9347,,0.0004,0.4810,0.6821,0.0711,0.2913,0.4860,0.3266
DCC_joint,0.0009,0.0004,,0.0019,0.0005,0.2125,0.0071,0.0003,0.0357
SW_cross_validated,0.4592,0.4810,0.0019,,0.7117,0.0488,0.1587,0.8854,0.1755
SW_15,0.6437,0.6821,0.0005,0.7117,,0.0479,0.1838,0.7837,0.2175
SW_30,0.0925,0.0711,0.2125,0.0488,0.0479,,0.3186,0.0310,0.4439
SW_60,0.3585,0.2913,0.0071,0.1587,0.1838,0.3186,,0.1163,0.9018
SW_120,0.4626,0.4860,0.0003,0.8854,0.7837,0.0310,0.1163,,0.1485
sFC,0.3793,0.3266,0.0357,0.1755,0.2175,0.4439,0.9018,0.1485,
