,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.12,0.96,0.48,3.31,2.11,0.95,0.15,1.26
SVWP,0.12,,0.81,0.31,2.92,1.81,0.73,0.27,1.30
DCC_joint,0.96,0.81,,0.67,1.77,0.69,0.35,1.23,2.18
SW_cross_validated,0.48,0.31,0.67,,3.60,2.10,0.58,0.80,2.15
SW_15,3.31,2.92,1.77,3.60,,1.76,3.62,4.52,5.71
SW_30,2.11,1.81,0.69,2.10,1.76,,1.86,3.03,4.36
SW_60,0.95,0.73,0.35,0.58,3.62,1.86,,1.53,3.03
SW_120,0.15,0.27,1.23,0.80,4.52,3.03,1.53,,1.42
sFC,1.26,1.30,2.18,2.15,5.71,4.36,3.03,1.42,
