,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,8.0124e-01,6.8741e-01,5.9755e-03,1.4649e-05,1.3389e-03,1.2599e-02,6.0909e-02,5.7377e-01
SVWP,8.0124e-01,,9.3354e-01,1.0058e-02,2.2084e-05,2.3215e-03,2.2258e-02,1.0120e-01,3.8667e-01
DCC_joint,6.8741e-01,9.3354e-01,,7.1208e-04,4.2957e-09,8.2657e-06,5.4057e-04,2.0132e-02,1.7028e-01
SW_cross_validated,5.9755e-03,1.0058e-02,7.1208e-04,,6.0410e-03,7.2803e-01,3.4927e-01,1.2378e-01,1.8903e-04
SW_15,1.4649e-05,2.2084e-05,4.2957e-09,6.0410e-03,,6.4796e-04,1.3323e-05,2.0066e-05,2.6292e-08
SW_30,1.3389e-03,2.3215e-03,8.2657e-06,7.2803e-01,6.4796e-04,,8.2722e-02,2.3687e-02,7.6711e-06
SW_60,1.2599e-02,2.2258e-02,5.4057e-04,3.4927e-01,1.3323e-05,8.2722e-02,,3.5575e-01,1.7586e-04
SW_120,6.0909e-02,1.0120e-01,2.0132e-02,1.2378e-01,2.0066e-05,2.3687e-02,3.5575e-01,,3.2241e-03
sFC,5.7377e-01,3.8667e-01,1.7028e-01,1.8903e-04,2.6292e-08,7.6711e-06,1.7586e-04,3.2241e-03,
