,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.5718,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5671
SVWP,0.5718,,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.9430
DCC_joint,0.0000,0.0002,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SW_cross_validated,0.0000,0.0000,0.0000,,0.0789,0.0137,0.0009,0.0000,0.0000
SW_15,0.0000,0.0000,0.0000,0.0789,,0.0000,0.0000,0.0000,0.0000
SW_30,0.0000,0.0000,0.0000,0.0137,0.0000,,0.1371,0.0022,0.0000
SW_60,0.0000,0.0000,0.0000,0.0009,0.0000,0.1371,,0.0852,0.0000
SW_120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0022,0.0852,,0.0000
sFC,0.5671,0.9430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
